seed,probMeat,k,EquipmentPerPerson,nPeople,switchers,meatersA1,meatersA2,meatersImmo
325557176,0.9,1.9000000000000006,0.5,1000.0,50714.0,61.0,47.0,57.0
1751632464,0.9,1.9000000000000006,0.5,1000.0,51685.0,61.0,49.0,56.0
-1300546697,0.9,1.9000000000000006,0.5,1000.0,53318.0,63.0,48.0,55.0
-1981890404,0.9,1.9000000000000006,0.5,1000.0,52101.0,56.0,45.0,57.0
-601503117,0.9,1.9000000000000006,0.5,1000.0,49766.0,57.0,48.0,57.0
-1841472999,0.9,1.9000000000000006,0.5,1000.0,53975.0,55.0,49.0,56.0
-478293369,0.9,1.9000000000000006,0.5,1000.0,53755.0,61.0,46.0,62.0
-2037149536,0.9,1.9000000000000006,0.5,1000.0,50978.0,55.0,47.0,61.0
-506196718,0.9,1.9000000000000006,0.5,1000.0,50703.0,61.0,42.0,61.0
423478652,0.9,1.9000000000000006,0.5,1000.0,52638.0,56.0,48.0,55.0
628258696,0.1,0.05,0.5,500.0,735.0,28.0,57.0,28.0
-555890679,0.1,0.05,0.5,500.0,730.0,28.0,60.0,30.0
88614704,0.1,0.05,0.5,500.0,743.0,27.0,70.0,17.0
-1061417069,0.1,0.05,0.5,500.0,767.0,26.0,55.0,28.0
-530815327,0.1,0.05,0.5,500.0,767.0,28.0,58.0,36.0
349382583,0.1,0.05,0.5,500.0,829.0,34.0,56.0,20.0
1235791439,0.1,0.05,0.5,500.0,700.0,24.0,68.0,22.0
23841444,0.1,0.05,0.5,500.0,735.0,30.0,52.0,24.0
1148559374,0.1,0.05,0.5,500.0,825.0,27.0,59.0,37.0
803471714,0.1,0.05,0.5,500.0,757.0,31.0,52.0,30.0
46626899,0.8,0.060000000000000005,0.5,1000.0,1857.0,64.0,45.0,63.0
-847246022,0.8,0.060000000000000005,0.5,1000.0,2082.0,65.0,49.0,60.0
668887273,0.8,0.060000000000000005,0.5,1000.0,1866.0,68.0,39.0,61.0
-230868439,0.8,0.060000000000000005,0.5,1000.0,1939.0,55.0,45.0,63.0
579753227,0.8,0.060000000000000005,0.5,1000.0,1897.0,63.0,51.0,62.0
894760547,0.8,0.060000000000000005,0.5,1000.0,1886.0,63.0,45.0,61.0
1737968140,0.8,0.060000000000000005,0.5,1000.0,1899.0,62.0,43.0,60.0
-599576751,0.8,0.060000000000000005,0.5,1000.0,1851.0,60.0,44.0,64.0
-1478056079,0.8,0.060000000000000005,0.5,1000.0,2011.0,62.0,49.0,64.0
1248898613,0.8,0.060000000000000005,0.5,1000.0,2087.0,65.0,47.0,65.0
1950974036,0.2,0.2,0.5,500.0,3545.0,38.0,59.0,35.0
-370350898,0.2,0.2,0.5,500.0,3129.0,33.0,57.0,34.0
1357228924,0.2,0.2,0.5,500.0,2766.0,33.0,59.0,37.0
-1976536760,0.2,0.2,0.5,500.0,2971.0,36.0,46.0,39.0
1676134870,0.2,0.2,0.5,500.0,2759.0,35.0,51.0,33.0
-820554514,0.2,0.2,0.5,500.0,3509.0,40.0,57.0,40.0
-879757791,0.2,0.2,0.5,500.0,3397.0,39.0,58.0,34.0
-1599518830,0.2,0.2,0.5,500.0,2898.0,45.0,53.0,41.0
-1633713842,0.2,0.2,0.5,500.0,2844.0,40.0,47.0,40.0
1196691870,0.2,0.2,0.5,500.0,2676.0,30.0,63.0,42.0
-1207572959,0.9,0.02,0.5,500.0,293.0,79.0,58.0,75.0
-996955273,0.9,0.02,0.5,500.0,373.0,79.0,57.0,78.0
-442776677,0.9,0.02,0.5,500.0,309.0,81.0,47.0,78.0
1749365282,0.9,0.02,0.5,500.0,295.0,89.0,43.0,81.0
1300021537,0.9,0.02,0.5,500.0,327.0,81.0,49.0,79.0
-506149803,0.9,0.02,0.5,500.0,296.0,83.0,56.0,82.0
-1961675563,0.9,0.02,0.5,500.0,314.0,77.0,49.0,83.0
1338454920,0.9,0.02,0.5,500.0,365.0,80.0,44.0,85.0
-215129226,0.9,0.02,0.5,500.0,338.0,77.0,52.0,80.0
-1306207694,0.9,0.02,0.5,500.0,350.0,81.0,46.0,79.0
1829912860,0.30000000000000004,0.04,0.5,1000.0,1349.0,37.0,49.0,39.0
315662363,0.30000000000000004,0.04,0.5,1000.0,1455.0,40.0,59.0,40.0
-1429783416,0.30000000000000004,0.04,0.5,1000.0,1258.0,42.0,50.0,41.0
-1183417272,0.30000000000000004,0.04,0.5,1000.0,1303.0,40.0,54.0,41.0
1073791486,0.30000000000000004,0.04,0.5,1000.0,1233.0,41.0,56.0,33.0
1167130349,0.30000000000000004,0.04,0.5,1000.0,1291.0,41.0,51.0,42.0
-1887594739,0.30000000000000004,0.04,0.5,1000.0,1230.0,40.0,55.0,40.0
922677473,0.30000000000000004,0.04,0.5,1000.0,1346.0,36.0,58.0,38.0
1212273801,0.30000000000000004,0.04,0.5,1000.0,1446.0,40.0,56.0,44.0
-1143105968,0.30000000000000004,0.04,0.5,1000.0,1312.0,38.0,45.0,42.0
-781168272,0.5,0.30000000000000004,0.5,500.0,4159.0,53.0,51.0,50.0
267178207,0.5,0.30000000000000004,0.5,500.0,4505.0,48.0,55.0,55.0
1289464185,0.5,0.30000000000000004,0.5,500.0,4158.0,45.0,41.0,61.0
983959006,0.5,0.30000000000000004,0.5,500.0,4581.0,55.0,47.0,43.0
-911248606,0.5,0.30000000000000004,0.5,500.0,4613.0,43.0,55.0,50.0
-446634908,0.5,0.30000000000000004,0.5,500.0,4769.0,53.0,43.0,50.0
-1195617524,0.5,0.30000000000000004,0.5,500.0,4306.0,49.0,58.0,47.0
1240737291,0.5,0.30000000000000004,0.5,500.0,4357.0,50.0,50.0,45.0
1454105791,0.5,0.30000000000000004,0.5,500.0,4789.0,53.0,45.0,47.0
-1900449821,0.5,0.30000000000000004,0.5,500.0,4252.0,54.0,49.0,46.0
1296597387,0.6,1.6000000000000003,0.5,500.0,19434.0,57.0,47.0,57.0
-1307309861,0.6,1.6000000000000003,0.5,500.0,19990.0,46.0,41.0,56.0
-1445345015,0.6,1.6000000000000003,0.5,500.0,20716.0,45.0,50.0,55.0
-1561396623,0.6,1.6000000000000003,0.5,500.0,20773.0,61.0,50.0,55.0
-1900875122,0.6,1.6000000000000003,0.5,500.0,20156.0,53.0,55.0,57.0
1961003287,0.6,1.6000000000000003,0.5,500.0,18896.0,51.0,53.0,49.0
1790643415,0.6,1.6000000000000003,0.5,500.0,21682.0,45.0,52.0,46.0
9773075,0.6,1.6000000000000003,0.5,500.0,19599.0,61.0,45.0,51.0
1735703112,0.6,1.6000000000000003,0.5,500.0,21225.0,63.0,52.0,54.0
1321482003,0.6,1.6000000000000003,0.5,500.0,19406.0,55.0,50.0,54.0
-317726222,0.6,1.4000000000000001,0.5,500.0,18928.0,58.0,54.0,51.0
837632793,0.6,1.4000000000000001,0.5,500.0,20388.0,48.0,47.0,47.0
-1695445613,0.6,1.4000000000000001,0.5,500.0,18840.0,55.0,46.0,57.0
620169137,0.6,1.4000000000000001,0.5,500.0,19345.0,48.0,48.0,59.0
1217651608,0.6,1.4000000000000001,0.5,500.0,20049.0,53.0,46.0,53.0
-1235904132,0.6,1.4000000000000001,0.5,500.0,19089.0,61.0,51.0,55.0
1189279872,0.6,1.4000000000000001,0.5,500.0,19510.0,56.0,41.0,58.0
-364653290,0.6,1.4000000000000001,0.5,500.0,17943.0,54.0,50.0,46.0
771519786,0.6,1.4000000000000001,0.5,500.0,17167.0,55.0,48.0,54.0
-1398886210,0.6,1.4000000000000001,0.5,500.0,20080.0,45.0,49.0,52.0
1948676257,0.5,0.7,0.5,500.0,11109.0,52.0,54.0,44.0
-1678726471,0.5,0.7,0.5,500.0,11136.0,52.0,54.0,46.0
-561203965,0.5,0.7,0.5,500.0,11092.0,52.0,48.0,40.0
-1444811042,0.5,0.7,0.5,500.0,10145.0,51.0,44.0,46.0
292425948,0.5,0.7,0.5,500.0,11545.0,54.0,48.0,56.0
1471468829,0.5,0.7,0.5,500.0,11662.0,54.0,52.0,49.0
-1931261721,0.5,0.7,0.5,500.0,9813.0,50.0,44.0,47.0
2026853665,0.5,0.7,0.5,500.0,11845.0,47.0,51.0,50.0
-1363269096,0.5,0.7,0.5,500.0,11363.0,48.0,48.0,45.0
-314767334,0.5,0.7,0.5,500.0,10333.0,57.0,50.0,59.0
1609829396,0.4,0.30000000000000004,0.5,1000.0,9222.0,43.0,50.0,54.0
1379696574,0.4,0.30000000000000004,0.5,1000.0,9314.0,43.0,51.0,52.0
-420000536,0.4,0.30000000000000004,0.5,1000.0,8816.0,51.0,46.0,46.0
-236241223,0.4,0.30000000000000004,0.5,1000.0,9754.0,47.0,51.0,51.0
-954633292,0.4,0.30000000000000004,0.5,1000.0,9196.0,53.0,40.0,45.0
-738420832,0.4,0.30000000000000004,0.5,1000.0,10307.0,45.0,58.0,46.0
-1197886577,0.4,0.30000000000000004,0.5,1000.0,9687.0,53.0,56.0,47.0
1144099414,0.4,0.30000000000000004,0.5,1000.0,9445.0,50.0,52.0,53.0
-1851057638,0.4,0.30000000000000004,0.5,1000.0,9743.0,45.0,49.0,44.0
-1610228626,0.4,0.30000000000000004,0.5,1000.0,9610.0,50.0,53.0,50.0
1169310374,0.4,1.9000000000000006,0.5,1000.0,52745.0,51.0,54.0,47.0
1933585060,0.4,1.9000000000000006,0.5,1000.0,50061.0,53.0,46.0,49.0
257694442,0.4,1.9000000000000006,0.5,1000.0,51073.0,49.0,47.0,47.0
1393408105,0.4,1.9000000000000006,0.5,1000.0,50556.0,42.0,54.0,44.0
1736443406,0.4,1.9000000000000006,0.5,1000.0,52963.0,44.0,47.0,48.0
1006533234,0.4,1.9000000000000006,0.5,1000.0,53931.0,47.0,50.0,46.0
-1935527418,0.4,1.9000000000000006,0.5,1000.0,50018.0,45.0,50.0,54.0
43536932,0.4,1.9000000000000006,0.5,1000.0,49635.0,48.0,48.0,50.0
1054179874,0.4,1.9000000000000006,0.5,1000.0,50116.0,55.0,51.0,52.0
-332359851,0.4,1.9000000000000006,0.5,1000.0,49406.0,50.0,49.0,43.0
1967266105,0.2,0.04,0.5,500.0,605.0,34.0,53.0,37.0
105196202,0.2,0.04,0.5,500.0,637.0,40.0,50.0,28.0
402273409,0.2,0.04,0.5,500.0,674.0,29.0,51.0,34.0
-1840677817,0.2,0.04,0.5,500.0,554.0,30.0,49.0,33.0
-1384062474,0.2,0.04,0.5,500.0,561.0,34.0,49.0,32.0
800621042,0.2,0.04,0.5,500.0,684.0,29.0,55.0,26.0
-1944495914,0.2,0.04,0.5,500.0,682.0,26.0,50.0,32.0
-224091920,0.2,0.04,0.5,500.0,624.0,31.0,52.0,28.0
514676778,0.2,0.04,0.5,500.0,722.0,31.0,58.0,32.0
965426517,0.2,0.04,0.5,500.0,606.0,27.0,51.0,30.0
-659499881,0.5,0.7999999999999999,0.5,1000.0,26660.0,49.0,47.0,50.0
1618169459,0.5,0.7999999999999999,0.5,1000.0,25504.0,51.0,52.0,60.0
-1552958416,0.5,0.7999999999999999,0.5,1000.0,26194.0,51.0,48.0,46.0
-1891549615,0.5,0.7999999999999999,0.5,1000.0,26138.0,54.0,42.0,51.0
1716518498,0.5,0.7999999999999999,0.5,1000.0,27065.0,53.0,57.0,47.0
1265001809,0.5,0.7999999999999999,0.5,1000.0,27631.0,51.0,45.0,47.0
-989678667,0.5,0.7999999999999999,0.5,1000.0,24564.0,45.0,52.0,45.0
-405993916,0.5,0.7999999999999999,0.5,1000.0,26656.0,49.0,54.0,49.0
-74318884,0.5,0.7999999999999999,0.5,1000.0,26544.0,47.0,53.0,51.0
330504576,0.5,0.7999999999999999,0.5,1000.0,27169.0,53.0,54.0,44.0
-155983674,0.1,0.1,0.5,500.0,1496.0,41.0,58.0,28.0
-387245225,0.1,0.1,0.5,500.0,1340.0,26.0,62.0,32.0
-630846982,0.1,0.1,0.5,500.0,1499.0,33.0,49.0,35.0
964389925,0.1,0.1,0.5,500.0,1627.0,40.0,61.0,32.0
-703425350,0.1,0.1,0.5,500.0,1620.0,34.0,54.0,34.0
100104787,0.1,0.1,0.5,500.0,1459.0,28.0,61.0,36.0
-2057852339,0.1,0.1,0.5,500.0,1403.0,39.0,59.0,24.0
-1993659193,0.1,0.1,0.5,500.0,1561.0,29.0,52.0,29.0
1059432877,0.1,0.1,0.5,500.0,1565.0,34.0,60.0,25.0
646434311,0.1,0.1,0.5,500.0,1467.0,30.0,61.0,38.0
491619001,0.1,1.7000000000000004,0.5,500.0,21840.0,41.0,50.0,35.0
-337760181,0.1,1.7000000000000004,0.5,500.0,19926.0,29.0,52.0,31.0
-245003175,0.1,1.7000000000000004,0.5,500.0,22288.0,30.0,63.0,33.0
-482298715,0.1,1.7000000000000004,0.5,500.0,20808.0,38.0,48.0,38.0
-43662920,0.1,1.7000000000000004,0.5,500.0,22776.0,28.0,54.0,32.0
-1665903741,0.1,1.7000000000000004,0.5,500.0,20226.0,32.0,54.0,31.0
128041326,0.1,1.7000000000000004,0.5,500.0,19535.0,32.0,49.0,31.0
1468388722,0.1,1.7000000000000004,0.5,500.0,20080.0,28.0,52.0,17.0
447265231,0.1,1.7000000000000004,0.5,500.0,19504.0,32.0,62.0,29.0
-282156324,0.1,1.7000000000000004,0.5,500.0,20692.0,33.0,60.0,36.0
-114500082,0.8,0.03,0.5,1000.0,1025.0,66.0,55.0,67.0
-617460906,0.8,0.03,0.5,1000.0,920.0,68.0,50.0,69.0
-1553461351,0.8,0.03,0.5,1000.0,987.0,68.0,45.0,68.0
1876904190,0.8,0.03,0.5,1000.0,1011.0,63.0,47.0,71.0
1914080681,0.8,0.03,0.5,1000.0,985.0,63.0,50.0,70.0
-1814855373,0.8,0.03,0.5,1000.0,932.0,66.0,50.0,67.0
884245610,0.8,0.03,0.5,1000.0,938.0,70.0,46.0,62.0
2143862443,0.8,0.03,0.5,1000.0,897.0,62.0,46.0,67.0
122493692,0.8,0.03,0.5,1000.0,1004.0,74.0,46.0,66.0
-1023900827,0.8,0.03,0.5,1000.0,999.0,61.0,57.0,68.0
-1738281609,0.5,0.01,0.5,1000.0,351.0,50.0,47.0,50.0
-673387674,0.5,0.01,0.5,1000.0,328.0,47.0,49.0,52.0
-774071224,0.5,0.01,0.5,1000.0,305.0,48.0,51.0,48.0
-221036301,0.5,0.01,0.5,1000.0,342.0,48.0,56.0,43.0
-491545742,0.5,0.01,0.5,1000.0,321.0,56.0,47.0,46.0
1598709746,0.5,0.01,0.5,1000.0,341.0,48.0,48.0,50.0
-425415184,0.5,0.01,0.5,1000.0,328.0,48.0,49.0,52.0
531544976,0.5,0.01,0.5,1000.0,367.0,51.0,50.0,54.0
-1459449836,0.5,0.01,0.5,1000.0,346.0,47.0,48.0,44.0
-939402878,0.5,0.01,0.5,1000.0,338.0,47.0,53.0,45.0
65365185,0.30000000000000004,0.09,0.5,500.0,1400.0,32.0,54.0,47.0
-1343928711,0.30000000000000004,0.09,0.5,500.0,1442.0,49.0,48.0,44.0
1868784740,0.30000000000000004,0.09,0.5,500.0,1230.0,34.0,58.0,38.0
1493379594,0.30000000000000004,0.09,0.5,500.0,1313.0,34.0,56.0,38.0
-413664411,0.30000000000000004,0.09,0.5,500.0,1436.0,41.0,48.0,33.0
-858195367,0.30000000000000004,0.09,0.5,500.0,1194.0,44.0,53.0,49.0
-1389471238,0.30000000000000004,0.09,0.5,500.0,1339.0,38.0,55.0,40.0
-1447575212,0.30000000000000004,0.09,0.5,500.0,1148.0,47.0,59.0,42.0
-33393315,0.30000000000000004,0.09,0.5,500.0,1409.0,40.0,51.0,39.0
1022802397,0.30000000000000004,0.09,0.5,500.0,1314.0,38.0,56.0,37.0
848762515,0.8,0.2,0.5,500.0,2870.0,64.0,51.0,65.0
-843145855,0.8,0.2,0.5,500.0,3075.0,65.0,40.0,59.0
-1803436568,0.8,0.2,0.5,500.0,3385.0,57.0,43.0,55.0
-1266031089,0.8,0.2,0.5,500.0,2870.0,59.0,50.0,60.0
-2068192949,0.8,0.2,0.5,500.0,2581.0,60.0,38.0,69.0
1673326516,0.8,0.2,0.5,500.0,2976.0,62.0,50.0,61.0
-1882660632,0.8,0.2,0.5,500.0,3423.0,59.0,47.0,73.0
-288085990,0.8,0.2,0.5,500.0,3466.0,59.0,43.0,65.0
1548577240,0.8,0.2,0.5,500.0,2801.0,61.0,53.0,59.0
106940871,0.8,0.2,0.5,500.0,3438.0,65.0,42.0,56.0
-130694480,0.7000000000000001,0.1,0.5,500.0,1488.0,54.0,51.0,53.0
-364184119,0.7000000000000001,0.1,0.5,500.0,1451.0,59.0,36.0,59.0
-816497908,0.7000000000000001,0.1,0.5,500.0,1433.0,61.0,49.0,48.0
-1444033283,0.7000000000000001,0.1,0.5,500.0,1544.0,57.0,46.0,59.0
858242084,0.7000000000000001,0.1,0.5,500.0,1452.0,55.0,43.0,61.0
-673825464,0.7000000000000001,0.1,0.5,500.0,1442.0,56.0,44.0,59.0
-507772363,0.7000000000000001,0.1,0.5,500.0,1385.0,57.0,42.0,66.0
-135719904,0.7000000000000001,0.1,0.5,500.0,1398.0,59.0,52.0,64.0
1793805658,0.7000000000000001,0.1,0.5,500.0,1519.0,59.0,46.0,50.0
869929337,0.7000000000000001,0.1,0.5,500.0,1531.0,63.0,33.0,59.0
644501343,0.1,0.02,0.5,500.0,308.0,19.0,48.0,18.0
520943495,0.1,0.02,0.5,500.0,307.0,21.0,49.0,18.0
965291172,0.1,0.02,0.5,500.0,298.0,17.0,47.0,24.0
1173772612,0.1,0.02,0.5,500.0,298.0,17.0,45.0,16.0
-528253225,0.1,0.02,0.5,500.0,303.0,22.0,49.0,23.0
883301467,0.1,0.02,0.5,500.0,319.0,20.0,48.0,27.0
-1389525111,0.1,0.02,0.5,500.0,312.0,24.0,43.0,23.0
-1965454737,0.1,0.02,0.5,500.0,313.0,20.0,53.0,21.0
-1020656737,0.1,0.02,0.5,500.0,328.0,21.0,47.0,18.0
-169621106,0.1,0.02,0.5,500.0,274.0,26.0,37.0,28.0
2068272313,0.7000000000000001,1.6000000000000003,0.5,500.0,22118.0,59.0,48.0,54.0
353714396,0.7000000000000001,1.6000000000000003,0.5,500.0,20398.0,64.0,49.0,58.0
-1774251170,0.7000000000000001,1.6000000000000003,0.5,500.0,20677.0,59.0,48.0,58.0
-1801217765,0.7000000000000001,1.6000000000000003,0.5,500.0,20863.0,52.0,51.0,61.0
-2035808794,0.7000000000000001,1.6000000000000003,0.5,500.0,20840.0,58.0,39.0,54.0
663929320,0.7000000000000001,1.6000000000000003,0.5,500.0,20986.0,59.0,51.0,58.0
1605800556,0.7000000000000001,1.6000000000000003,0.5,500.0,21465.0,60.0,53.0,62.0
-39521421,0.7000000000000001,1.6000000000000003,0.5,500.0,21056.0,53.0,45.0,55.0
338132992,0.7000000000000001,1.6000000000000003,0.5,500.0,21063.0,60.0,53.0,54.0
-1067712276,0.7000000000000001,1.6000000000000003,0.5,500.0,20726.0,63.0,49.0,57.0
2017714011,0.30000000000000004,0.09,0.5,1000.0,2762.0,41.0,57.0,39.0
-2008952855,0.30000000000000004,0.09,0.5,1000.0,2825.0,43.0,47.0,46.0
1081085465,0.30000000000000004,0.09,0.5,1000.0,2941.0,45.0,48.0,45.0
87037014,0.30000000000000004,0.09,0.5,1000.0,2938.0,46.0,57.0,46.0
1057754182,0.30000000000000004,0.09,0.5,1000.0,2780.0,45.0,50.0,46.0
-366924861,0.30000000000000004,0.09,0.5,1000.0,2999.0,44.0,59.0,48.0
642698788,0.30000000000000004,0.09,0.5,1000.0,3048.0,43.0,52.0,41.0
-779489229,0.30000000000000004,0.09,0.5,1000.0,2883.0,43.0,50.0,43.0
-1431050836,0.30000000000000004,0.09,0.5,1000.0,2925.0,49.0,48.0,42.0
1334682593,0.30000000000000004,0.09,0.5,1000.0,2828.0,50.0,52.0,44.0
-1537924384,0.1,1.5000000000000002,0.5,500.0,19588.0,36.0,55.0,28.0
648061090,0.1,1.5000000000000002,0.5,500.0,20313.0,31.0,52.0,32.0
1074686982,0.1,1.5000000000000002,0.5,500.0,19761.0,29.0,60.0,33.0
750615646,0.1,1.5000000000000002,0.5,500.0,20149.0,26.0,50.0,35.0
43747665,0.1,1.5000000000000002,0.5,500.0,21209.0,34.0,57.0,37.0
-741110705,0.1,1.5000000000000002,0.5,500.0,19250.0,32.0,52.0,36.0
-1394236611,0.1,1.5000000000000002,0.5,500.0,19830.0,27.0,56.0,43.0
-676340923,0.1,1.5000000000000002,0.5,500.0,18031.0,36.0,59.0,26.0
191778450,0.1,1.5000000000000002,0.5,500.0,20486.0,26.0,54.0,28.0
533637538,0.1,1.5000000000000002,0.5,500.0,19643.0,35.0,52.0,31.0
-2000592754,0.7000000000000001,0.03,0.5,500.0,463.0,63.0,50.0,66.0
-205376875,0.7000000000000001,0.03,0.5,500.0,469.0,66.0,47.0,62.0
-357131593,0.7000000000000001,0.03,0.5,500.0,378.0,59.0,60.0,64.0
-153334149,0.7000000000000001,0.03,0.5,500.0,464.0,62.0,52.0,60.0
-976307098,0.7000000000000001,0.03,0.5,500.0,476.0,63.0,48.0,62.0
1954982726,0.7000000000000001,0.03,0.5,500.0,505.0,56.0,53.0,59.0
-372010216,0.7000000000000001,0.03,0.5,500.0,504.0,68.0,50.0,60.0
-1286088980,0.7000000000000001,0.03,0.5,500.0,485.0,64.0,51.0,60.0
-970498342,0.7000000000000001,0.03,0.5,500.0,485.0,60.0,49.0,55.0
-1934999979,0.7000000000000001,0.03,0.5,500.0,412.0,66.0,57.0,58.0
644933081,0.5,1.3,0.5,1500.0,65511.0,45.0,52.0,47.0
-1741215676,0.5,1.3,0.5,1500.0,65776.0,52.0,49.0,48.0
-11273484,0.5,1.3,0.5,1500.0,62097.0,49.0,52.0,49.0
-400043465,0.5,1.3,0.5,1500.0,66445.0,48.0,51.0,50.0
-484448778,0.5,1.3,0.5,1500.0,65020.0,52.0,52.0,45.0
-245191749,0.5,1.3,0.5,1500.0,64874.0,50.0,49.0,47.0
1960387516,0.5,1.3,0.5,1500.0,60528.0,50.0,48.0,53.0
1107099245,0.5,1.3,0.5,1500.0,63774.0,49.0,50.0,49.0
-1804407527,0.5,1.3,0.5,1500.0,63608.0,51.0,49.0,51.0
384721792,0.5,1.3,0.5,1500.0,63748.0,50.0,51.0,50.0
-1017813270,0.7000000000000001,0.1,0.5,1500.0,5120.0,56.0,52.0,54.0
220483029,0.7000000000000001,0.1,0.5,1500.0,4931.0,56.0,48.0,54.0
-1090407737,0.7000000000000001,0.1,0.5,1500.0,4979.0,57.0,52.0,53.0
1627277865,0.7000000000000001,0.1,0.5,1500.0,4654.0,56.0,48.0,52.0
-992172048,0.7000000000000001,0.1,0.5,1500.0,4913.0,52.0,48.0,51.0
-1835068041,0.7000000000000001,0.1,0.5,1500.0,5098.0,59.0,46.0,54.0
2072249687,0.7000000000000001,0.1,0.5,1500.0,4861.0,54.0,45.0,61.0
-1232264679,0.7000000000000001,0.1,0.5,1500.0,5001.0,55.0,42.0,54.0
1227056021,0.7000000000000001,0.1,0.5,1500.0,4752.0,54.0,52.0,56.0
1348225909,0.7000000000000001,0.1,0.5,1500.0,5003.0,53.0,50.0,50.0
-1934791915,0.4,0.04,0.5,1500.0,1938.0,47.0,51.0,46.0
-974645364,0.4,0.04,0.5,1500.0,2036.0,47.0,50.0,45.0
-124672355,0.4,0.04,0.5,1500.0,2027.0,43.0,49.0,49.0
-294630271,0.4,0.04,0.5,1500.0,1760.0,45.0,53.0,45.0
778339345,0.4,0.04,0.5,1500.0,2014.0,42.0,51.0,44.0
-615421174,0.4,0.04,0.5,1500.0,1879.0,46.0,52.0,44.0
1583781268,0.4,0.04,0.5,1500.0,2054.0,44.0,52.0,41.0
1716838007,0.4,0.04,0.5,1500.0,2023.0,46.0,54.0,46.0
-204304559,0.4,0.04,0.5,1500.0,2093.0,40.0,54.0,46.0
-618014575,0.4,0.04,0.5,1500.0,1925.0,45.0,49.0,43.0
-56138665,0.6,2.0000000000000004,0.5,1000.0,53303.0,51.0,49.0,55.0
-498620431,0.6,2.0000000000000004,0.5,1000.0,52878.0,45.0,55.0,55.0
-676740411,0.6,2.0000000000000004,0.5,1000.0,55909.0,56.0,45.0,52.0
-938372350,0.6,2.0000000000000004,0.5,1000.0,51005.0,54.0,50.0,51.0
1256530769,0.6,2.0000000000000004,0.5,1000.0,52134.0,50.0,49.0,50.0
-1697458832,0.6,2.0000000000000004,0.5,1000.0,49675.0,48.0,47.0,56.0
1226751595,0.6,2.0000000000000004,0.5,1000.0,55759.0,50.0,49.0,53.0
1557856136,0.6,2.0000000000000004,0.5,1000.0,54337.0,47.0,47.0,51.0
-1733064428,0.6,2.0000000000000004,0.5,1000.0,56582.0,56.0,48.0,50.0
1199608849,0.6,2.0000000000000004,0.5,1000.0,52729.0,57.0,54.0,49.0
1886195030,0.9,1.3,0.5,1500.0,63918.0,55.0,48.0,56.0
-1023318445,0.9,1.3,0.5,1500.0,62572.0,51.0,48.0,52.0
537722320,0.9,1.3,0.5,1500.0,63692.0,53.0,46.0,51.0
-2107255089,0.9,1.3,0.5,1500.0,60277.0,55.0,49.0,57.0
422606160,0.9,1.3,0.5,1500.0,66324.0,54.0,51.0,56.0
-1612116018,0.9,1.3,0.5,1500.0,60409.0,55.0,49.0,52.0
1300903007,0.9,1.3,0.5,1500.0,61508.0,57.0,44.0,54.0
-583018024,0.9,1.3,0.5,1500.0,62934.0,57.0,51.0,57.0
-1669921943,0.9,1.3,0.5,1500.0,62840.0,51.0,48.0,54.0
-378980842,0.9,1.3,0.5,1500.0,60908.0,55.0,43.0,57.0
140801465,0.5,0.09999999999999999,0.5,500.0,1575.0,49.0,57.0,43.0
-598976714,0.5,0.09999999999999999,0.5,500.0,1270.0,53.0,55.0,53.0
-557275764,0.5,0.09999999999999999,0.5,500.0,1413.0,51.0,60.0,58.0
591677699,0.5,0.09999999999999999,0.5,500.0,1380.0,41.0,45.0,51.0
1678430814,0.5,0.09999999999999999,0.5,500.0,1377.0,46.0,47.0,51.0
1352720621,0.5,0.09999999999999999,0.5,500.0,1607.0,53.0,48.0,51.0
448720523,0.5,0.09999999999999999,0.5,500.0,1565.0,50.0,51.0,56.0
-1937167672,0.5,0.09999999999999999,0.5,500.0,1421.0,65.0,37.0,53.0
-1338263479,0.5,0.09999999999999999,0.5,500.0,1475.0,51.0,51.0,52.0
1817415586,0.5,0.09999999999999999,0.5,500.0,1267.0,55.0,58.0,50.0
-1233033104,0.2,1.8000000000000005,0.5,1000.0,48548.0,46.0,51.0,46.0
-1449271438,0.2,1.8000000000000005,0.5,1000.0,50357.0,40.0,51.0,48.0
867624827,0.2,1.8000000000000005,0.5,1000.0,50397.0,41.0,48.0,46.0
1445158858,0.2,1.8000000000000005,0.5,1000.0,54713.0,42.0,56.0,41.0
431761142,0.2,1.8000000000000005,0.5,1000.0,48180.0,47.0,57.0,39.0
1509094377,0.2,1.8000000000000005,0.5,1000.0,49311.0,40.0,54.0,42.0
1969533799,0.2,1.8000000000000005,0.5,1000.0,49594.0,44.0,54.0,46.0
-1903403678,0.2,1.8000000000000005,0.5,1000.0,52904.0,45.0,52.0,39.0
-722006174,0.2,1.8000000000000005,0.5,1000.0,48876.0,48.0,55.0,42.0
632185143,0.2,1.8000000000000005,0.5,1000.0,49273.0,44.0,53.0,46.0
-2002361452,0.1,0.30000000000000004,0.5,1500.0,15538.0,44.0,52.0,46.0
1959451693,0.1,0.30000000000000004,0.5,1500.0,14115.0,43.0,49.0,47.0
1448874507,0.1,0.30000000000000004,0.5,1500.0,14837.0,41.0,54.0,47.0
-1039518730,0.1,0.30000000000000004,0.5,1500.0,14525.0,46.0,59.0,41.0
431772114,0.1,0.30000000000000004,0.5,1500.0,15470.0,44.0,54.0,45.0
