evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
984,3.281297062692685E-4,0.9763121712638756,0.7741801133900732,0.991932582390271,0.07,0.755022182143321,-0.05684371339868687,3
984,0.9024292813959967,0.19656546292174237,0.03178059181487769,1.0,-0.1,-0.07882436177084279,-0.05760000000000015,70
984,0.00200386654255198,0.9804752833620378,0.9924726694703517,0.950501048298165,0.315,0.7362685127362776,-0.05291469482861466,2
984,0.3281682253921382,0.23931571939719773,0.0,1.0,0.9,0.5285494617807281,-0.05760000000000015,1
984,0.0,0.03831074014628583,0.5121863352961169,1.0,0.0,0.49756251640216054,-0.057586194939166814,25
984,0.4344242079014923,0.5138030249781945,0.9281686091401768,0.7741078106514401,0.7100000000000001,0.6975050129098055,-0.054811094532753214,7
984,0.0018637030470724197,0.9804752833620377,0.9924782947468683,0.9168823231552649,0.10999999999999999,0.5558863745787013,-0.04356377533900009,2
984,0.0013198464723222863,0.5578540452147608,0.7192839885729497,0.9978724756542527,0.62,0.8191896748803031,-0.05759982482084962,15
984,2.1830840202507465E-4,0.9804752833620378,0.9924722114917237,0.9298811227340114,0.009999999999999995,0.4698448180087167,-0.04244168560928622,39
984,0.053648947051053275,0.9648122228093905,0.9456935470974938,0.871836358192797,0.37,0.6292667337362846,-0.029462344347665106,1
984,0.004985151358996624,0.8470367637673817,0.9157913232586026,0.8483095420692833,0.10999999999999999,0.4834334562612172,-0.03870710430067753,2
984,0.0019726618127749386,0.8245032945962943,0.39405136376254846,0.8748242501680921,0.04999999999999999,0.44210892759356046,-0.04178124637224029,19
984,0.015048234237568516,0.6600333716375982,0.6962738416757787,0.8235909755410513,0.01999999999999999,0.08298330899710837,-0.02853398737432044,1
984,0.04683337667321573,0.9809835525719883,0.6893400265948797,0.8962016313843406,0.009999999999999995,0.3928339826130388,-0.036080858773886726,1
984,0.2978893479858573,0.9917589331043966,0.6055940820427559,0.9661107898895603,0.74,0.7477125641679564,-0.03687671404047507,2
984,0.01116785090244246,0.9804752833620372,0.9925612659032993,0.9004959587156718,0.22499999999999998,0.5854497392900176,-0.03525923276050258,2
984,0.19102144759321327,0.47580562175416485,0.7822073590015665,0.9569370242580602,0.4,0.32000000042568455,-0.05760000000000015,4
984,0.0015095270073288425,0.0,0.574440526506127,0.9980571867996127,0.17,0.1851841957232735,-0.05760000000000015,1
984,0.0029740190262646776,0.7440405031634154,0.0,1.0,-0.09000000000000001,-0.07552975202567125,-0.05760000000000015,1
