evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
2017,0.0011390155107101861,0.1195716987074818,0.011267848190786052,1.0,-0.12,-0.082881512394401,-0.057599788603958056,1
2017,0.0,0.18010231111417774,0.0,1.0,0.0,-0.5759181511076288,-0.057600000000000026,1
2017,0.003691308292854204,0.0,0.6837437136160469,1.0,-0.87,-0.72,-0.057600000000000026,1
2017,0.6675365893856938,0.5209292662797557,0.0,0.9999999999999999,0.09999999999999998,-0.3032575015224786,-0.057600000000000026,50
2017,0.004615087398022959,0.3445040243792244,0.0,1.0,-0.23500000000000004,-0.18958599211720698,-0.057600000000000026,2
2017,0.0010276354119179542,0.20430803189855037,0.0,1.0,-0.24,-0.4796423146949551,-0.057600000000000026,1
2017,9.118445940401739E-5,0.16159702742358606,9.576171909751944E-4,0.436341348064032,0.010000000000000009,0.09027292628442785,-0.05759999768760343,100
2017,0.003248140551197511,0.0587653784759323,0.044327149301730456,1.0,-0.275,-0.02202343863331402,-0.05759343309129819,2
2017,6.070868386739263E-4,0.07772789052663709,0.0,1.0,-0.32000000000000006,-0.6578176775988933,-0.057600000000000026,1
2017,4.51035299574369E-4,0.1030504510812063,0.0,1.0,-0.27,-0.6451796535635163,-0.057600000000000026,2
2017,0.003642717769744591,0.010955853475703513,0.42091174689995864,1.0,-0.42000000000000004,-0.0315272938236657,-0.057596941859922944,3
2017,0.0013304537213033737,0.0,0.7008763107158916,0.9994329422068633,-0.47000000000000003,-0.5129388283477427,-0.057600000000000026,3
2017,2.155599801059102E-4,0.08637378162154118,0.0198468641822266,1.0,-0.050000000000000044,-0.07785948291575528,-0.05759999808707187,1
2017,0.0010839625611649257,0.12507677457277638,0.01667153158122193,1.0,-0.17000000000000004,0.12618059611072518,-0.057598558550465646,1
2017,0.002384839055047876,0.34511500195730993,0.0,1.0,-0.28500000000000003,-0.4373596216503307,-0.057600000000000026,8
2017,0.014670147538924134,0.49182670932853767,0.0,1.0,-0.15000000000000002,-0.32649241521968697,-0.057600000000000026,1
2017,0.0012126119456432236,0.388555564655492,0.0,1.0,-0.18500000000000005,-0.40772789747123267,-0.057600000000000026,6
2017,0.08106984573533312,0.4726135265247725,0.0,1.0,-0.88,-0.3413332876816314,-0.057600000000000026,2
2017,0.0027107297557714466,0.016368168478392973,0.20830229177355053,1.0,-0.49000000000000005,-0.15714013375259628,-0.05759138089889504,1
2017,1.0,0.09564582824467627,0.0,1.0,-0.9,-0.6434833353367635,-0.057600000000000026,6
2017,0.0017514072901512819,0.30432221199717524,0.0,0.9999999999999999,-0.43000000000000005,-0.47654074649701406,-0.057600000000000026,1
2017,1.0,0.48848213754059255,0.0,1.0,-0.4,-0.14627009619283207,-0.057600000000000026,2
2017,3.623115921711341E-4,0.19126591802627224,0.0,1.0,-0.09999999999999998,-0.24350947037812215,-0.057600000000000026,2
2017,8.18171642574492E-4,0.0,0.41171658986169846,1.0,-0.39,-0.72,-0.057600000000000026,20
2017,0.005002449276377986,0.27979087722296075,0.0,1.0,-0.72,-0.4957364027400754,-0.057600000000000026,1
2017,0.0017004386817096567,0.20316183939700322,0.0,1.0,-0.53,-0.5574703321961425,-0.057600000000000026,3
2017,9.693556477144103E-4,0.0048249325191057025,0.05708577435339399,1.0,-0.15000000000000002,-0.25723785601057125,-0.057599999845862754,2
2017,0.0014363118956388185,0.27269389272233197,0.0,1.0,-0.33999999999999997,-0.5018448858037836,-0.057600000000000026,1
2017,0.0019598315643291,0.9973302271108462,0.0,0.7046526884279047,0.039999999999999925,0.049264266182864835,-0.05732833222880812,100
2017,9.735671153753061E-4,0.33267329759166114,0.0,1.0,-0.17000000000000004,-0.4536202882595206,-0.057600000000000026,1
2017,0.0019131826935204453,0.3596723800732543,0.0,1.0,-0.33999999999999997,-0.4322620957717305,-0.057600000000000026,1
2017,0.0,0.28583024590991807,0.0,1.0,0.0,-0.47169187108689814,-0.057600000000000026,20
2017,0.0025583894820780917,0.32859642967018754,0.0,1.0,-0.35,-0.45712016465049,-0.057600000000000026,1
2017,0.004267019236131944,0.23057362048958557,0.0,1.0,-0.74,-0.5210316570108752,-0.057600000000000026,1
2017,6.41338874397163E-4,0.944222112475934,0.0,1.0,0.030000000000000027,-0.01832230211501118,-0.057600000000000026,48
2017,0.004630672477013881,0.05118363960706945,0.09602386587214984,1.0,-0.19000000000000006,0.17627501622947017,-0.057599973994714046,1
2017,0.0,0.3981213847808825,0.0,1.0,0.0,-0.38594853557996756,-0.057600000000000026,23
2017,3.78804029204794E-4,0.222341990153333,0.0,1.0,-0.09999999999999998,-0.5251516797134809,-0.057600000000000026,7
2017,0.4934853678538098,0.0,0.5975926264538305,1.0,0.09999999999999998,0.08000000000000107,-0.057600000000000026,100
2017,6.361544935131395E-4,0.1591984189058745,0.0,1.0,-0.24,-0.5923467751791339,-0.057600000000000026,7
2017,2.9341919170291976E-4,0.356819489164157,0.0,1.0,-0.06000000000000005,-0.43603248601857975,-0.057600000000000026,2
2017,2.7399281265131845E-4,0.48088328809297387,0.6810609178741345,0.6945701531718638,0.020000000000000018,0.15869325535870832,-0.057576671877918255,100
2017,0.0012153526207512306,0.0,0.8713518106098762,1.0,-0.53,-0.72,-0.057600000000000026,29
2017,0.0018688455308179107,0.336621399841589,0.0,0.9999999999999999,-0.33999999999999997,-0.4506742905495045,-0.057600000000000026,1
2017,0.0028425770632027085,0.020836319889445884,0.04167255285383993,1.0,-0.77,-0.6539233621273599,-0.05759999239189226,18
2017,0.0074043586963729174,0.0,0.43939008726512563,0.9952108427932449,-0.16000000000000003,-0.1815696775402439,-0.057600000000000026,3
2017,0.0012752874958856658,0.006055383186330062,0.35065539332194806,0.9993886833436755,-0.08000000000000002,0.09684408761294766,-0.057599894423046985,2
2017,5.312746086254316E-4,0.20055120515265712,0.0,1.0,-0.19000000000000006,-0.5586908670484859,-0.057600000000000026,3
2017,0.030220445930895012,0.46778545254436144,0.0,1.0,-0.29000000000000004,-0.13298912616192807,-0.057600000000000026,2
2017,0.001587452506905744,0.003904950651497258,1.0,1.0,-0.20000000000000007,-0.013986811798894383,-0.05759892482537725,1
2017,0.004512023144492032,0.3561775251707777,0.0,1.0,-0.5650000000000001,-0.4349085892003044,-0.057600000000000026,4
2017,0.0033253563163039386,0.08705578303456948,0.0,1.0,-0.74,-0.650355373572344,-0.057600000000000026,1
2017,0.0,0.5611107574579963,0.46166005171408875,0.7316444944732399,0.0,0.16015386736978404,-0.05755327774651039,100
2017,0.0,0.8139438690979726,0.0,1.0,0.0,-0.1005731013421276,-0.057600000000000026,25
2017,0.0,0.0,0.27739433072684494,0.9289895891193951,0.0,0.08000000000000107,-0.057600000000000026,100
2017,0.0014888235089508101,0.003487839327197637,0.6850970425240733,0.9999999999999999,-0.53,-0.39632557841689436,-0.05759982257445352,3
2017,0.4078946190199399,0.536994381533376,0.0,1.0,0.09999999999999998,-0.29040605235777395,-0.057600000000000026,1
2017,0.030539642416502984,0.7726829414327849,0.0,1.0,0.09999999999999998,0.023590480785620704,-0.057600000000000026,12
2017,0.0042291932255717445,0.2924329497986484,0.0,1.0,-0.66,-0.4860525654072405,-0.057600000000000026,15
2017,0.00145986165384472,0.1773465333514581,0.0,1.0,-0.42000000000000004,-0.5702530824293817,-0.057600000000000026,4
2017,4.947889703074083E-4,0.0,0.0,1.0,-0.32000000000000006,-0.72,-0.057600000000000026,5
