evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
1514,0.0,0.27118704319811027,0.8161462875996548,0.9447142828000765,0.0,0.3730519749106761,4.0114654455073405E-4,100
1514,2.881298739277213E-4,0.645708877763213,0.6098791644322413,0.2748970488797156,0.020000000000000018,0.2201968951933495,0.017953200137767338,100
1514,1.7102063801953784E-4,0.5357275312383107,0.40352859312672484,0.9356540226560117,0.06000000000000005,0.4423011378802548,4.8145143014603395E-4,31
1514,0.003354758496089658,0.4188847021211429,0.821970750210063,0.220804219641622,0.30000000000000004,0.37423101326953745,0.0010467212195703294,23
1514,0.0,0.5611107574579963,0.46166005171408875,0.7316444944732399,0.0,0.28954474399207963,0.004769549743002574,87
1514,0.0,0.6505161255126037,0.8489131693639049,1.0,0.0,0.5,2.465190328815662E-32,100
1514,0.0,0.9475342055747247,0.2897647658074123,0.43090923781890417,0.0,0.3077557042441164,0.029719672219023052,100
1514,0.022311455548730624,0.06444875263834096,0.006380295727544713,1.0,0.48,0.17599089352749425,3.6059282562625183E-9,100
1514,0.009233749107502688,0.22048025367857824,0.0017162024546857925,0.9999999999999999,0.30000000000000004,0.13194803640734165,1.949582176089069E-8,3
1514,0.2895414640896363,0.4529516404441005,0.16654321911510994,0.0,0.0,0.039988364735298654,0.0015990693142032622,100
1514,0.0021727360530450343,0.24241398486959786,0.15493930003632803,0.290099148248125,0.020000000000000018,0.038238177810429486,2.023149786574184E-4,91
1514,0.7764414212951696,0.2569986245589586,1.9253981246834E-4,1.0,0.5,0.021832583784557325,6.039716305598372E-31,100
1514,0.003559766212157891,0.9896678196054202,0.8314754388655884,0.589757130838046,0.43999999999999995,0.4974178194645069,8.606376728951614E-5,100
1514,0.002175773350292877,0.1785903915163378,0.2622112625285168,0.27435591831950334,0.06000000000000005,0.08615479638491252,2.78862883348145E-4,6
1514,0.43582768351843915,0.3541277786159913,0.882082505135523,0.0,0.0,0.0885319446539975,0.00783790522421852,100
1514,0.006078080940060633,0.0612206496588258,0.006244142561998139,1.0,0.235,0.12512552855149434,2.0719948510769754E-8,6
1514,0.9119336317431272,1.6775149480927836E-6,0.677362040219613,1.0,0.12,3.078177182742059E-4,7.65136266986464E-14,100
1514,0.01111643166202625,0.010576472609640642,0.03801761744082649,1.0,0.35,0.150326938614452,9.368305702693389E-9,1
1514,0.5039669100926456,0.05518699013863482,0.007629926964934742,1.0,0.5,0.2436702824397775,4.437342591868191E-31,100
1514,0.0019113569400504668,0.6585487978217532,0.6098791644322412,0.27736610941346523,0.21999999999999997,0.377303069770239,0.004678270024968295,59
1514,0.010159168524858393,0.13388997206586695,0.001775943946778422,0.9899590039565593,0.29000000000000004,0.2170194474119448,7.4283485105877065E-9,1
1514,0.005905899032364555,0.21593687374637227,0.0027888354774269833,1.0,0.35,0.22739870653639382,3.758481197632509E-8,3
1514,0.2290936279150674,0.1658415801462062,0.0014398601905181024,0.47993806736125344,0.13,0.08468648267101664,1.166075997808265E-8,1
1514,0.00848777143736454,0.020745149287046908,0.02959729975363376,1.0,0.42000000000000004,0.24473697716570086,2.413534216757684E-8,1
1514,0.0010084483569088622,0.9848180515146041,0.9924721611401163,0.20763212312338464,0.07999999999999996,0.33709004157004896,0.03312643670944701,69
1514,0.9724658928249323,0.9999960345503334,0.5725871272923592,0.24411841361700054,0.13,0.3151416475132993,0.05818474561330198,97
1514,0.002079435166108423,0.13345181868399325,0.4179126068083137,0.8530587798206659,0.32999999999999996,0.41160685437114086,2.4345979163569427E-5,67
1514,0.008423524913569255,0.5025907714663409,0.0024276169931764487,0.8314493696144212,0.20999999999999996,0.1918404679994139,3.4375092752113503E-7,3
1514,7.188987281473826E-4,0.3034429248231844,0.32593544630137333,0.47737009639534017,0.07999999999999996,0.20657605434983695,0.002385271967231527,3
1514,0.004040675203560268,0.3574686405539328,0.002449766406248298,0.9794119488020891,0.27,0.255775940250301,1.1159661402547837E-7,2
1514,0.013698253395984145,0.2627734973515083,9.551474369349443E-4,1.0,0.315,0.08719172078770937,6.5526348949981524E-9,2
1514,0.010156450485106189,0.00149378589872083,0.6546263190446399,1.0,0.43999999999999995,0.32189906418511394,4.015216752597151E-9,1
1514,0.0014859867405242453,0.33546072460007575,0.0948553613348404,0.5778375639380023,0.08499999999999996,0.13296266372201038,2.8889121129538895E-4,6
1514,0.00352304530525837,0.9901896191324244,0.9924721611401159,0.20763212312338464,0.32999999999999996,0.4673384923250177,0.004753578355338127,64
1514,0.002079435166108423,0.13345181868399325,0.41791260680831366,0.8530587798206659,0.37,0.42975543243254344,1.2854163790464996E-5,72
1514,0.033219868980765725,0.37416217577120936,7.189799754544302E-4,1.0,0.44999999999999996,0.10527810930292447,4.542764315726336E-9,1
1514,0.2356792688421523,0.0,0.885388797458796,0.6260549956468542,0.0,0.0,0.0,100
1514,0.06123440724132381,0.11610973379374094,2.4946445941590486E-4,1.0,0.18000000000000005,0.00818706247619394,9.01756535034539E-11,15
1514,8.440916483428845E-4,0.8897580283400123,0.7750126376310557,0.4258056258987203,0.15000000000000002,0.40638291639336543,0.009191081389318172,1
1514,0.003840835584217242,0.003999122230337271,0.8496156210524033,0.6530904904944796,0.14,0.13960266663641963,5.067865515318806E-7,31
1514,0.001123975147378903,0.2538806835647172,0.6773470319060851,0.6776809393468218,0.13,0.2696722626953013,0.0011604383309620986,47
1514,0.005284405552214344,0.05654412247908232,0.7027745036009311,0.3977692667082756,0.32999999999999996,0.3437307802910885,1.2153343752093636E-5,1
1514,0.26241522927404937,0.3194590110015303,0.44387595845334404,0.33886863758641117,0.5,0.5,0.0,100
1514,0.002168653333647348,0.2275016239919765,0.548853175313988,0.5153083011119869,0.18000000000000005,0.26839458131101174,8.984666211340631E-4,16
1514,2.688330544229952E-4,0.9436237047709504,0.7461079592545816,0.5714202211155373,0.040000000000000036,0.3708426748313017,0.016034066041555398,100
1514,0.5673802178678902,0.9999847412109375,0.38601824307605725,0.08446033002699105,0.07999999999999996,0.2902850432628379,0.06072400273457432,44
1514,0.5039669100926456,0.05518699013863482,0.009798098635611426,1.0,0.5,0.33577488538870187,7.888609052210118E-31,100
1514,0.001945181602672813,0.10464106543582452,0.41519084223992125,0.7996733969680568,0.31999999999999995,0.3731167862860125,3.186798612383524E-5,1
1514,0.004926458126226922,0.06024857381249157,0.6168122929454223,0.6425661719775858,0.36,0.38018541151426266,7.490742255340386E-6,1
1514,0.018089373884666027,0.0015133832814637795,0.17683129365974629,1.0,0.37,0.0986282249412489,3.457429510536918E-9,3
1514,9.660906594666882E-4,0.8955902109034468,1.0,0.5714202211155373,0.19999999999999996,0.4365244978284497,0.00503574269233395,59
1514,0.7182283992058485,0.028013343806717772,1.8629442997260983E-4,1.0,0.29000000000000004,0.0015929896391072562,1.6448070631590712E-12,31
1514,5.120451890499644E-4,0.5463842151135865,0.18856594684613448,0.9183543753091227,0.18000000000000005,0.46224878254663504,2.167423189698031E-4,89
1514,9.25546086920129E-5,0.9776067858074439,0.7933164018949654,0.35650717897555895,0.010000000000000009,0.31220456329530516,0.034183933530841204,90
1514,0.6930408854593358,0.03610736976373174,3.1864940925179766E-4,1.0,0.43999999999999995,0.0040470450396531965,2.5589254413205086E-12,76
1514,0.005519200607799604,0.08195464179084916,0.6685131976882375,0.36443212655449964,0.42500000000000004,0.42932542463096807,2.9170641761640225E-6,12
1514,0.866803496061554,0.6569039386164577,3.51523393030987E-4,1.0,0.5,0.12101758040806782,7.888609052210118E-31,100
1514,0.005216150424911955,0.272274378112497,0.002008343353034006,1.0,0.27,0.19698490859535145,3.426911805162106E-8,3
1514,0.198994703962021,2.3245926309268085E-5,0.93240977718851,1.0,0.37,0.007136260760044033,1.3205948483939406E-11,54
1514,0.0039066257062698815,0.4417978201321606,0.7170515729580402,0.08404425758862642,0.12,0.23009037571342494,0.005578824589931739,3
1514,0.0033448325024253932,0.3541277786159914,0.882082505135523,0.17908189977524594,0.26,0.33480647696394283,0.001235002100503113,39
1514,0.01969790407197286,0.16159702742358606,2.4235486385330678E-4,1.0,0.07999999999999996,0.010441438033648665,1.3170067962216194E-10,68
