evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
48013,0.0018550989851596703,0.317385331014548,0.0,0.9963312492890205,-0.14,-0.09403748018767977,-0.16000000000000003,35
48013,0.0,0.7235256737742748,0.7648640913138791,0.9438654991133458,0.0,0.45685499671573837,-0.15936861259532445,37
48013,0.002095637873594094,0.2774539024802173,0.19649506446428797,0.6663197680060823,0.19999999999999996,0.3221517372589646,-0.15923034428114932,19
48013,7.123212596166014E-5,0.7319466970158279,0.8139622549242297,0.9602333809449841,0.030000000000000027,0.4714021275484467,-0.1597012924586622,33
48013,4.208593525797812E-4,0.42243385647696474,1.0,0.9654055743848406,0.14,0.46677169459376,-0.15994800621492866,19
48013,1.697645261245433E-4,0.5367015490400547,0.17118192433127677,0.8922153089909152,0.050000000000000044,0.41084617910858234,-0.15888862245264704,29
48013,0.0018825355275608896,0.3731612823114194,0.0,0.9995655189890215,-0.18,-0.12703132537768907,-0.16000000000000003,1
48013,1.5199199206505738E-4,0.0,0.0,0.9981898982718613,0.010000000000000009,0.07284007241587898,-0.16000000000000003,33
48013,0.09197870307284273,0.7909880888692677,0.0,0.9999916205437309,-0.41000000000000003,-0.03487113501492403,-0.16000000000000003,2
48013,1.41326995434143E-4,0.29449566557585655,0.8552211336269524,0.9159384863035335,0.040000000000000036,0.3684278523216107,-0.15946426949506132,29
48013,0.001873742332597158,0.0,0.0,0.999310018621872,0.38,0.3264009848421614,-0.16000000000000003,4
48013,0.0018387296319314723,0.1819601283854094,0.0,1.0,0.175,0.17092714112551666,-0.16000000000000003,8
48013,0.004200153002451163,0.03003061536762251,0.0,0.9450454585334863,-0.07,-0.0699997579165062,-0.16000000000000003,7
48013,0.001051366946161759,0.03695782438641773,0.0,0.9994695983304488,0.22999999999999998,0.2916297523834558,-0.16000000000000003,3
48013,0.0018329412626666558,0.08923364085935548,0.039311179307498376,0.9994575748126551,-0.19,0.11498222105987732,-0.15999902339565317,3
48013,0.0021866812481760975,0.5521033441517347,0.20773761986248582,0.9059238593454024,0.43000000000000005,0.49459047274570733,-0.15999750438092855,43
48013,0.0011111282730213183,0.0,0.12322798946926815,0.9984422950683984,0.24,0.23857455832108976,-0.16000000000000003,1
