evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
2005,0.0,0.062175979502980386,0.8186061972727741,1.0,0.0,0.4999999999999678,-0.16000000000000003,9
2005,2.4636597610075866E-5,0.3448963948582965,0.10467093237039214,1.0,0.010000000000000009,0.49999999999999956,-0.16000000000000003,1
2005,2.831554154873522E-4,0.12793126419454656,0.04394790682007395,1.0,0.13,0.49999999999999956,-0.16000000000000003,1
2005,0.001225486396100464,0.2477076289712327,5.03483665723409E-4,1.0,0.17000000000000004,0.16678250500298353,-0.15999999573323953,1
2005,0.0021360729936288603,0.4231460640684575,0.30728024054975317,1.0,0.44499999999999995,0.49999999999999967,-0.16000000000000003,4
2005,0.0,0.8983917025393247,0.5276736876191254,0.29863509305815283,0.0,0.2656238963586557,-0.1228982117209777,9
2005,0.23005512587520585,0.5294270725904957,0.0,1.0,-0.5,-0.11137203722310773,-0.16000000000000003,4
2005,0.8193960008347614,0.9979170701802373,0.35136715377747674,0.26256668956977625,0.0,0.2480500545840244,-0.09693586396129084,17
2005,0.060356909162138005,0.3475437976985727,0.0,1.0,0.5,0.39886276751745653,-0.16000000000000003,1
2005,1.0,0.3311396070012126,0.0,1.0,0.5,0.3279619748380491,-0.16000000000000003,2
2005,0.0,0.3909476127517969,0.0,1.0,0.0,-0.35138010432897315,-0.16000000000000003,1
2005,0.004608898661695958,0.24121338508246676,0.0,1.0,-0.49,-0.38880313652408,-0.16000000000000003,1
2005,0.0010400214799924873,0.1584953255634914,9.312204495343945E-4,1.0,-0.19,-0.1845965873443975,-0.15999999957321248,1
2005,0.004640683368557386,0.646576037065486,0.0,1.0,-0.18,-0.05581163889889734,-0.16000000000000003,1
2005,0.08977034914027157,0.5534768942408469,0.0,1.0,-0.3,-0.00943032428772242,-0.16000000000000003,2
2005,0.01475944614351904,0.8295874235927858,0.0,1.0,-0.2,-0.0176238887564647,-0.16000000000000003,2
2005,8.543164734375018E-4,0.7322442624679147,0.06748602046757696,0.9326796139745887,0.28500000000000003,0.4907187688082978,-0.1599550930266666,4
2005,5.222497561212479E-4,0.4423595549227213,0.46960740200750095,1.0,0.22999999999999998,0.49999999999999956,-0.16000000000000003,2
2005,0.27210282927057733,0.9989716046236801,1.0,0.35405126791376706,0.0,0.19407561071223584,-0.06668147503571117,6
2005,0.4594040526323442,0.9008832037086927,0.813571849704549,0.3127119734548214,0.5,0.49999999999999967,-0.16000000000000003,40
2005,0.0,0.12322504980767074,1.0,0.7341346794983935,0.0,0.05446463217168662,-0.1591740410255787,1
