runN,Variables,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
168,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,72,66,62,59,57,58,56,54,53,53,54,53,53,53,54,52,51,55,53,52,55,57,56,54,56,54,51,52,53,53,56,54,53,54,52,53,52,50,50,51,51,53,51,52,48,50,54,55,54,53
168,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,70,63,57,57,54,55,54,54,54,56,55,54,53,51,49,50,53,54,53,55,55,55,52,51,50,52,54,55,55,53,54,53,53,53,54,52,54,52,54,57,59,56,55,55,54,51,52,50,53,49
168,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),85,42,43,43,46,49,42,46,47,50,44,47,49,46,48,50,46,47,47,50,49,46,47,49,47,46,54,48,48,47,45,46,49,49,47,47,44,49,46,48,48,45,49,47,49,54,51,46,45,49,45
169,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),84,45,45,51,49,41,48,47,47,49,47,51,47,48,46,46,48,47,48,48,49,50,51,49,46,47,49,46,49,50,45,49,50,42,46,47,47,50,48,46,51,49,50,51,51,50,49,50,50,48,49
169,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),83,67,61,60,59,55,56,54,53,56,57,52,54,56,54,53,51,54,51,51,52,48,50,51,53,54,53,51,53,54,51,52,50,48,50,49,49,48,50,52,51,52,52,51,50,50,54,57,55,54,53
169,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,66,61,58,55,55,53,54,54,55,52,49,50,52,54,54,51,49,47,47,51,52,53,52,52,53,52,52,53,53,55,55,54,54,54,51,49,51,50,50,51,49,51,53,51,49,51,48,49,47,52
169,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,43,50,47,44,52,46,45,44,47,47,49,44,47,46,52,49,46,50,45,51,46,48,46,49,49,50,49,48,48,46,48,45,50,49,49,47,52,50,47,49,50,50,48,50,48,47,46,49,45,48
170,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),84,46,47,48,43,46,43,45,45,48,48,48,49,46,51,43,48,48,51,47,48,49,48,48,47,46,55,47,49,49,48,48,44,47,45,48,46,46,48,47,49,48,49,48,45,49,53,49,48,50,48
170,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),84,69,64,60,57,56,54,53,52,51,51,50,51,49,51,50,51,51,54,53,54,53,53,53,49,51,50,54,55,52,51,50,53,51,50,52,51,53,53,53,51,49,50,52,53,52,52,50,51,51,51
170,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),87,67,60,58,54,56,55,54,57,56,54,53,55,51,50,51,51,49,51,50,51,51,52,49,53,52,50,52,53,52,50,52,55,52,54,53,54,53,51,51,53,54,53,54,50,51,52,52,51,53,51
170,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,42,42,44,49,50,45,50,51,48,51,52,47,50,44,51,52,48,51,51,48,49,48,48,51,47,51,45,49,47,48,43,50,44,47,49,51,52,50,47,48,47,52,48,50,51,53,53,50,48,48
171,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,46,43,46,45,49,46,49,53,45,49,43,48,53,44,54,49,51,46,48,49,48,50,48,49,46,49,48,45,48,48,50,47,48,49,48,47,45,50,52,48,48,48,48,50,47,47,50,47,47,47
171,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),88,70,60,57,55,56,55,56,57,53,54,54,54,57,51,50,51,56,52,52,54,57,57,55,53,54,54,55,53,52,52,53,52,49,52,52,50,52,55,53,51,55,50,50,49,54,56,55,53,50,52
171,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),84,67,61,57,55,54,54,52,53,54,54,53,52,51,50,49,53,52,51,48,50,53,52,50,50,52,53,50,50,49,53,55,53,54,51,53,48,48,51,51,51,53,50,51,53,53,53,53,53,53,52
171,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,43,45,41,45,50,47,46,48,49,47,47,46,48,49,50,49,51,53,46,43,46,49,47,44,49,49,46,49,49,50,47,47,51,49,49,45,48,45,48,48,51,46,49,51,47,48,51,50,49,50
172,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,41,44,41,48,46,44,51,50,49,43,46,51,49,49,51,50,47,53,48,47,49,48,48,51,50,51,44,43,47,48,52,46,47,47,49,51,50,52,50,47,52,48,49,51,53,45,51,45,50,46
172,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),83,70,64,62,56,57,56,57,57,60,56,56,57,57,54,53,51,53,54,58,57,59,58,57,57,54,56,57,54,56,53,57,54,54,49,51,50,51,53,49,51,51,52,52,53,50,52,51,50,50,53
172,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),87,68,63,56,54,55,55,56,56,55,56,55,56,53,53,51,51,48,48,50,51,54,50,49,51,52,53,53,53,51,51,51,49,54,51,50,50,51,50,51,53,53,53,52,51,53,53,54,52,51,52
172,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),86,46,46,47,45,46,50,44,44,47,52,47,48,48,48,50,46,50,47,50,48,45,47,48,49,48,45,49,45,49,51,44,51,47,51,54,50,48,51,54,49,46,51,47,49,47,45,49,49,46,50
173,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),86,49,43,47,53,49,50,44,46,51,49,44,47,48,49,46,51,51,49,45,49,45,49,50,49,47,49,49,48,50,50,46,48,49,45,45,49,51,48,53,47,51,47,49,47,49,44,50,45,51,51
173,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,67,62,58,56,56,57,53,51,51,52,55,55,53,53,54,54,55,53,52,54,53,55,56,54,55,53,55,52,54,54,54,54,54,52,52,51,53,50,51,52,55,55,55,53,54,55,55,53,52,55
173,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),86,70,64,59,55,56,58,56,55,55,54,54,53,53,53,53,53,54,55,52,53,51,51,52,53,53,55,51,49,53,53,51,52,50,50,49,52,49,49,48,46,48,50,51,51,52,54,50,50,52,50
173,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),85,41,45,45,49,47,50,48,49,44,47,47,50,46,44,50,45,51,49,50,50,48,44,48,49,52,48,49,52,46,48,49,49,48,49,48,48,48,52,49,49,46,49,47,46,45,50,51,52,46,49
174,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),86,42,44,45,43,42,49,52,48,47,48,47,45,49,48,51,49,49,51,49,51,47,46,49,51,48,47,48,49,47,52,50,47,49,46,48,48,48,51,48,47,47,48,50,48,49,51,50,49,48,49
174,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),82,65,62,57,54,53,52,51,50,49,46,47,49,49,48,49,50,51,48,46,48,51,50,50,50,50,52,52,46,47,49,49,51,50,53,55,51,51,48,50,47,48,48,46,49,48,44,49,48,49,48
174,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),86,70,62,62,58,56,57,56,56,57,57,58,57,55,52,57,56,56,52,53,53,52,55,56,55,56,53,50,55,53,55,55,57,56,52,52,52,51,51,49,51,54,54,55,52,50,52,50,52,52,53
174,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,42,44,49,46,47,48,44,51,52,50,49,50,46,53,48,51,51,51,51,51,47,51,48,48,47,51,50,48,50,49,49,50,55,52,48,53,52,50,51,47,50,50,52,50,50,47,54,51,52,50
175,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),84,48,41,47,42,49,48,49,47,48,49,44,54,48,52,46,48,46,47,46,48,48,50,48,50,42,49,50,52,51,52,48,50,47,47,46,49,50,50,47,45,49,54,46,51,50,49,46,49,48,48
175,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,70,65,63,59,58,57,60,60,54,55,55,55,57,58,56,58,55,53,55,54,55,53,49,52,50,52,51,49,50,52,50,50,53,50,52,50,51,49,50,50,47,47,47,49,49,49,53,51,53,52
175,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),81,68,60,55,56,55,54,54,51,51,51,49,49,46,46,48,48,50,52,49,49,49,49,48,50,53,53,51,45,49,53,53,55,54,54,51,52,52,51,49,48,52,52,54,53,54,54,49,51,52,50
175,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),85,42,47,45,49,47,43,48,47,49,48,49,49,52,50,52,47,50,49,48,52,47,50,49,52,46,45,49,52,50,53,49,49,47,47,44,51,47,51,52,52,51,49,53,51,45,50,49,49,51,48
176,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,43,43,45,44,50,47,51,47,50,47,48,44,48,54,48,50,50,46,49,44,47,52,49,47,51,51,51,46,55,51,49,50,49,47,52,45,51,51,48,51,48,49,46,47,46,48,45,50,51,44
176,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),87,72,68,62,57,57,57,57,54,52,53,53,53,51,51,53,52,49,49,50,53,50,48,49,47,49,49,49,50,50,53,50,50,53,53,54,52,53,53,54,53,53,55,54,54,55,54,53,51,53,52
176,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),84,73,63,59,58,53,51,53,55,50,50,55,56,55,54,52,52,55,53,54,53,51,49,51,53,53,51,51,46,48,49,47,48,50,52,52,51,51,50,51,50,48,48,50,50,52,53,50,51,51,52
176,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),82,45,47,48,47,47,47,51,47,45,49,48,48,52,49,48,48,49,47,50,43,46,50,48,50,48,48,49,49,49,50,50,48,49,51,49,52,49,46,48,50,52,49,51,48,49,50,46,49,49,52
177,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),82,43,48,45,47,45,46,47,47,49,52,48,47,49,49,55,50,49,51,52,52,51,47,45,47,50,53,49,50,45,44,47,49,48,53,51,49,48,49,48,49,49,50,52,50,51,52,46,49,50,44
177,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,68,60,59,58,52,56,55,54,54,55,54,55,55,54,55,54,54,56,54,53,54,54,53,54,53,52,55,56,53,54,54,55,54,52,54,54,54,53,54,51,52,51,54,51,53,53,53,48,51,51
177,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),89,72,64,58,58,57,54,53,51,55,55,55,54,55,52,53,53,52,52,54,53,50,51,51,50,48,50,54,54,52,48,48,50,50,51,52,50,53,56,56,51,54,57,55,53,51,51,52,48,53,54
177,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),87,43,45,46,43,47,49,48,46,50,47,47,46,50,50,49,48,48,49,50,46,48,50,48,47,49,50,48,50,48,46,49,46,50,49,49,54,49,53,45,46,50,51,48,48,47,45,48,47,47,49
178,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),86,44,47,48,48,45,45,44,49,46,46,49,47,46,44,43,44,48,43,45,44,47,48,46,50,49,48,49,47,46,48,48,52,47,50,51,49,51,47,50,46,46,48,49,45,47,47,46,47,46,48
178,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,66,59,57,53,56,51,53,56,56,54,52,53,51,51,51,47,49,49,51,51,51,48,50,52,52,53,49,53,50,51,52,51,52,52,51,52,53,54,50,54,52,55,54,55,57,54,57,56,53,54
178,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,70,61,56,57,55,53,51,54,55,56,55,58,59,57,54,52,56,55,53,56,55,57,53,51,52,52,53,54,52,55,54,52,54,53,53,55,52,52,52,51,52,52,54,53,52,51,53,50,52,53
178,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),85,45,46,45,51,46,47,53,45,44,48,46,46,47,47,50,45,50,46,45,48,48,48,47,47,47,49,46,49,48,49,52,53,43,46,50,47,49,49,46,47,49,47,48,49,49,48,48,50,51,47
179,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,44,44,46,44,52,42,50,49,51,47,48,50,47,50,48,49,42,52,54,44,52,49,47,51,49,51,53,48,46,47,49,46,46,45,44,49,50,47,43,48,51,48,53,45,51,53,46,47,46,47
179,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,68,64,58,57,55,55,51,50,51,46,53,55,54,52,51,50,49,52,53,53,54,55,52,50,54,54,54,55,54,54,51,53,51,51,52,53,47,50,51,50,51,50,51,51,53,51,48,51,53,54
179,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),82,65,63,57,54,55,56,54,54,52,50,54,54,54,57,53,54,52,54,53,54,52,50,54,53,55,54,50,52,51,51,53,53,56,56,52,55,54,51,52,53,53,55,52,51,53,53,53,52,50,50
179,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,44,50,46,45,45,46,47,46,45,48,51,50,50,49,50,51,50,48,48,50,50,48,44,49,49,52,47,47,47,48,49,46,52,49,51,47,49,50,48,49,51,48,49,46,45,50,46,49,48,47
180,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),84,45,46,45,46,43,46,50,46,45,50,45,45,46,48,48,49,47,50,47,48,47,45,47,46,50,46,49,47,44,49,45,45,45,48,44,49,48,49,51,50,49,46,45,49,50,46,47,48,43,54
180,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),87,68,62,58,55,55,54,54,54,57,57,57,60,59,59,58,58,58,55,53,53,55,55,54,53,53,51,51,51,52,54,51,52,51,51,54,54,49,50,50,50,52,54,55,56,54,54,50,50,52,54
180,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,69,63,61,58,57,55,57,55,54,52,55,54,54,53,56,57,55,54,52,53,53,50,51,52,51,50,50,53,53,53,53,54,53,55,53,51,51,54,53,54,55,54,53,51,50,52,49,49,52,53
180,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),85,38,48,47,43,47,44,49,46,49,50,47,44,44,50,48,45,45,46,46,51,48,43,46,46,48,44,50,50,42,48,47,46,52,47,44,49,50,51,53,47,41,49,46,51,46,46,49,48,51,46
181,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),82,46,44,44,45,45,46,48,46,49,51,46,43,46,49,47,49,47,51,50,49,50,48,47,46,48,49,49,50,48,48,54,49,49,44,46,50,50,47,48,49,48,49,48,48,53,50,50,51,45,48
181,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,69,62,57,58,55,53,51,50,49,50,53,55,55,52,51,52,53,54,52,52,49,49,49,49,52,52,55,54,50,53,53,50,49,50,50,53,51,52,49,48,47,47,46,47,49,51,52,50,50,48
181,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,68,61,58,56,57,55,56,52,52,52,52,49,52,52,50,50,51,49,50,51,51,49,48,51,51,49,51,47,52,54,52,54,52,53,52,52,52,52,51,49,50,50,50,47,50,52,54,49,48,48
181,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),84,44,44,49,49,51,46,48,50,53,48,48,47,46,48,48,47,49,49,48,48,48,48,51,51,50,51,51,50,49,50,47,46,47,48,48,51,46,50,48,45,51,44,50,48,49,51,45,50,47,50
182,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),87,45,44,47,45,47,51,45,44,47,48,52,49,45,49,46,45,46,42,46,45,51,49,49,52,48,49,41,49,46,50,50,46,44,46,53,49,49,47,50,45,53,49,46,51,49,49,52,48,49,50
182,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),87,67,63,58,58,56,56,58,56,54,56,53,53,52,53,52,51,50,49,50,52,54,54,51,52,50,50,50,51,52,53,54,50,48,49,50,49,50,51,49,51,50,49,51,51,50,53,52,53,51,52
182,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),84,65,55,57,57,59,56,55,52,55,56,53,52,53,54,51,53,54,55,52,52,50,51,50,50,52,56,51,55,54,54,55,50,54,52,52,53,56,53,52,51,52,52,50,53,50,50,50,51,50,51
182,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),83,39,43,49,51,47,46,47,44,41,46,50,53,49,48,46,46,44,51,51,48,49,49,50,49,51,52,49,54,51,47,46,47,49,49,51,46,48,50,49,51,50,51,54,49,48,49,53,49,53,51
183,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,41,46,43,47,48,50,48,48,52,52,49,51,48,49,47,49,50,47,50,50,49,48,47,52,49,50,51,47,50,53,52,48,54,48,48,46,49,48,51,48,47,49,47,50,48,48,46,50,48,47
183,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,72,61,57,56,54,55,54,57,51,51,53,56,55,52,51,52,51,51,53,54,55,52,53,50,50,50,50,50,50,52,53,53,52,48,51,51,49,48,47,50,51,48,49,49,52,50,50,52,49,52
183,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),87,67,59,54,54,52,51,50,51,54,53,55,53,54,56,56,58,54,49,52,52,52,53,50,47,50,51,49,50,49,50,51,50,49,51,53,55,53,53,53,56,53,50,51,51,52,50,50,50,53,52
183,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),87,43,48,49,48,51,49,46,49,50,48,50,52,48,50,47,52,50,49,50,47,47,45,53,51,46,49,51,49,51,47,50,50,50,50,49,50,49,45,51,45,50,49,54,49,55,49,46,47,51,49
184,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),85,45,46,45,43,49,49,47,49,44,52,48,46,50,53,51,51,51,50,45,46,46,49,51,48,46,50,53,47,50,49,47,51,47,51,51,47,49,50,49,51,47,50,49,49,49,48,48,47,49,47
184,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,69,65,63,60,54,54,55,52,50,51,55,51,53,54,53,54,55,52,51,56,59,57,56,54,52,55,52,50,51,54,54,52,53,52,52,53,51,53,51,55,53,55,52,56,56,58,53,52,52,52
184,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),84,69,64,58,56,56,56,50,49,52,53,49,51,52,47,50,50,51,51,55,56,53,53,53,53,51,54,54,53,52,55,54,57,56,53,54,54,52,53,55,54,56,52,52,50,50,51,51,50,53,52
184,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),87,43,46,43,43,49,47,53,51,50,50,47,50,51,48,49,51,49,47,47,50,46,51,48,47,50,46,49,51,50,48,46,47,49,48,48,45,49,45,45,49,49,48,49,51,46,45,47,48,46,48
185,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),82,47,41,45,46,46,50,49,50,49,49,46,45,46,48,42,49,45,49,45,47,46,47,49,48,47,47,47,45,45,44,47,49,50,50,48,48,49,44,47,49,49,48,50,45,44,45,48,49,46,48
185,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,68,61,58,54,55,54,54,50,55,54,52,53,55,53,52,50,51,50,52,57,53,52,54,54,57,58,57,58,54,54,51,54,53,53,52,53,56,56,57,55,54,54,53,51,52,50,50,48,49,50
185,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),83,69,63,62,55,52,54,55,57,58,58,55,53,56,53,52,53,53,49,49,51,52,50,52,51,50,49,50,49,49,49,49,54,54,52,51,52,52,52,51,51,52,53,50,50,52,53,51,53,52,47
185,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),86,44,46,45,48,47,45,42,45,46,50,46,44,48,49,47,52,50,46,47,49,49,46,47,48,51,50,49,48,50,47,51,48,51,47,49,48,46,47,46,51,51,48,50,48,50,48,48,50,49,43
186,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),87,45,42,47,46,47,52,47,47,46,49,45,46,46,47,50,50,46,49,48,49,48,48,51,44,49,46,47,50,49,45,48,49,45,44,44,46,45,48,45,48,47,47,49,45,45,47,48,47,51,46
186,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),87,71,61,57,54,54,55,54,53,53,52,54,54,53,54,49,50,50,52,49,50,52,50,54,53,53,50,47,46,48,51,51,54,56,54,53,54,51,51,54,52,54,51,53,52,54,53,54,53,53,53
186,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),87,69,61,56,55,56,54,55,55,56,53,53,53,53,55,50,52,52,51,55,53,55,57,55,53,55,56,56,58,54,56,54,51,52,53,51,53,53,51,51,52,53,49,54,53,52,52,53,55,55,50
186,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),87,40,44,46,46,48,49,47,49,47,45,43,46,50,47,49,47,50,49,45,51,51,48,47,48,50,47,48,51,47,49,47,49,49,50,51,49,47,49,51,48,46,50,49,50,47,51,53,49,48,49
187,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),83,48,47,47,45,50,46,49,50,44,48,50,48,54,47,49,45,49,55,55,49,50,50,46,52,50,53,51,54,47,45,48,52,50,52,50,52,46,52,50,50,46,50,50,45,49,46,49,50,50,51
187,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),86,69,63,57,54,52,54,53,53,49,51,52,55,53,53,56,54,49,46,53,53,54,53,53,54,52,53,54,53,52,53,53,54,53,52,53,53,51,51,52,52,51,53,52,55,56,53,54,52,52,52
187,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),83,69,66,59,57,58,55,57,57,54,53,53,52,52,51,54,54,53,51,52,54,48,52,53,53,51,50,52,52,51,53,54,53,50,52,48,50,53,51,53,51,55,55,57,55,52,56,53,56,52,53
187,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),86,46,39,46,49,45,51,50,51,50,48,47,50,49,49,48,49,50,45,50,46,52,47,51,48,53,51,48,46,48,48,52,51,48,50,48,48,48,48,47,50,45,46,47,51,47,51,52,46,52,47
188,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),87,49,43,47,47,46,48,48,41,47,49,50,53,51,45,48,48,46,49,50,46,47,47,50,52,48,50,46,47,49,46,47,52,49,47,47,48,48,48,50,47,52,46,49,48,47,54,46,44,50,46
188,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),85,70,64,60,59,59,56,55,55,57,57,54,56,55,57,56,55,54,52,54,55,50,54,52,51,52,51,51,54,54,53,51,55,52,53,55,54,51,53,53,52,51,55,56,56,54,56,54,55,54,58
188,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),85,66,62,55,56,54,55,55,56,52,53,51,53,49,50,53,53,51,51,49,49,51,51,49,50,49,50,50,52,50,52,52,50,49,51,53,50,52,52,49,49,51,49,46,48,51,51,52,51,49,49
188,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),82,39,45,42,47,45,49,47,51,49,46,51,47,53,51,48,49,49,54,47,49,46,48,48,49,46,49,49,48,51,48,50,50,52,52,49,52,49,49,54,51,48,48,48,50,55,48,48,51,46,52
189,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),82,46,45,48,43,49,47,51,44,47,45,47,47,48,43,46,48,46,46,44,49,45,45,49,49,46,47,47,46,50,50,48,48,48,49,48,54,45,48,47,52,47,51,48,49,49,46,49,49,50,48
