runN,Variables,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
56,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,57,56,55,54,50,54,55,56,50,53,53,52,54,51,52,56,52,54,57,53,48,52,50,52,52,51,52,50,53,51,50,55,52,51,55,52,50,48,51,48,49,52,51,54,55,55,52,51,51,50
57,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),17,54,57,55,52,52,51,52,52,51,55,49,52,52,49,50,51,48,50,50,55,55,54,51,49,53,49,51,50,53,49,53,54,53,50,53,46,49,52,54,50,51,52,50,47,53,51,55,48,50,50
57,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),16,31,37,41,43,47,47,46,46,46,48,49,51,49,48,48,48,48,48,48,49,49,48,50,48,48,49,48,47,47,48,49,50,50,47,47,49,48,54,53,51,53,51,50,47,45,50,49,48,47,49
57,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,35,40,42,45,44,46,46,46,45,43,44,46,50,52,48,43,46,43,43,46,47,47,45,47,46,45,44,44,46,45,44,50,48,49,49,48,46,47,51,46,46,48,44,45,44,43,47,47,49,49
57,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,58,53,55,55,51,52,51,51,51,52,52,52,50,53,52,52,54,50,52,55,49,52,48,53,50,52,50,50,51,56,50,49,51,53,51,51,50,50,50,46,52,53,50,48,52,53,51,51,50,53
58,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,55,60,53,52,51,49,52,50,56,53,52,52,53,52,51,52,47,54,49,53,50,52,51,54,52,54,50,49,51,54,51,48,51,49,53,54,49,51,49,52,51,51,50,51,51,48,50,48,51,45
58,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),14,28,38,40,43,43,45,45,46,48,47,48,50,47,48,49,50,51,49,50,50,48,48,46,48,49,49,50,49,46,46,45,49,48,48,50,49,48,48,49,45,45,47,47,48,49,48,49,48,46,46
58,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,30,38,41,44,45,40,43,43,43,42,45,49,47,46,48,49,46,51,47,51,50,49,48,51,50,50,47,50,48,47,48,47,49,48,49,50,51,50,52,49,49,46,51,49,46,47,47,49,48,48
58,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,56,53,53,52,53,53,51,53,50,51,51,51,53,50,55,52,54,52,53,52,55,49,55,50,51,52,53,50,50,52,56,48,50,48,54,51,50,50,51,52,50,52,47,50,57,55,51,53,50,51
59,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,53,57,56,50,54,56,54,53,55,55,52,48,53,52,53,53,52,52,54,48,50,48,51,52,54,54,54,49,50,53,53,50,51,52,53,52,55,51,51,51,51,51,53,50,53,51,49,52,50,52
59,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),17,33,35,38,39,41,42,45,44,44,45,42,42,45,48,48,48,47,48,48,50,48,46,46,48,48,44,47,50,47,48,47,44,45,46,51,48,46,47,46,49,47,44,48,44,46,48,48,47,46,46
59,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,31,38,41,44,44,44,46,49,49,51,45,52,50,51,48,48,48,46,50,49,48,47,46,50,49,49,48,48,49,49,48,48,49,46,48,47,47,48,50,51,51,49,49,49,50,50,49,52,50,51
59,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,57,54,55,58,56,52,55,53,52,54,54,53,54,54,56,51,49,54,51,53,49,52,48,52,52,54,52,53,54,58,52,53,51,52,53,54,53,49,47,47,55,51,52,54,50,48,51,56,52,53
60,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,53,52,54,52,50,50,50,52,51,55,52,56,52,53,51,51,49,50,49,51,53,51,50,49,54,51,53,45,52,54,53,53,56,52,51,51,53,51,51,52,49,52,50,53,47,53,53,51,49,53
60,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,32,38,41,41,42,40,43,48,48,46,49,47,47,49,45,46,48,50,46,44,46,50,50,50,50,51,50,49,49,46,51,50,52,48,49,48,49,50,49,49,50,48,49,48,50,50,50,46,46,48
60,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),17,34,38,43,44,46,45,45,43,44,47,44,46,47,47,49,50,50,50,47,47,47,49,47,48,46,46,47,46,42,44,46,47,48,47,46,46,47,48,46,47,47,48,48,51,51,48,48,48,49,49
60,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,55,54,55,53,55,52,53,49,51,56,53,53,50,49,54,50,52,50,51,53,53,53,51,52,51,51,49,48,54,50,55,54,49,47,52,53,54,48,54,53,51,48,50,52,54,48,48,51,54,54
61,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,53,54,55,53,53,51,53,49,49,52,48,52,51,51,51,50,51,49,49,51,52,51,48,49,48,47,53,50,55,49,51,50,53,50,49,49,49,50,46,53,53,50,50,52,47,46,48,50,50,47
61,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,28,36,43,42,45,47,48,47,47,48,47,49,48,48,49,47,51,52,53,53,51,53,51,51,53,53,53,52,51,55,52,48,50,52,52,50,50,50,49,49,48,50,52,51,50,53,50,48,49,49
61,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,32,40,43,47,48,48,48,46,45,47,51,48,49,46,46,47,45,48,49,49,45,49,49,49,46,44,44,46,45,45,46,48,44,44,47,48,50,48,51,50,51,49,48,50,48,51,51,50,50,52
61,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),12,54,49,54,56,50,52,49,53,51,52,50,50,49,49,51,51,50,49,50,54,48,50,49,47,49,49,48,49,50,49,53,51,51,54,51,49,52,48,49,49,56,49,54,50,50,49,55,52,52,50
62,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),15,55,57,55,50,55,53,54,54,52,54,52,53,50,50,51,55,50,50,50,53,56,52,50,47,55,54,54,53,56,51,53,48,53,51,51,49,52,49,53,46,52,55,53,53,54,55,56,51,53,53
62,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,30,36,39,41,42,44,46,47,47,44,45,44,48,46,46,48,47,47,48,48,47,47,47,46,43,45,48,47,50,47,49,49,50,50,48,47,48,47,46,45,47,45,44,46,48,46,45,49,48,47
62,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,30,37,40,40,44,42,42,45,46,46,45,45,46,45,47,45,48,46,46,46,46,47,48,48,47,48,48,44,46,49,46,46,48,47,50,50,48,46,44,48,48,48,46,49,48,48,45,44,44,45
62,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),17,55,54,55,55,51,52,54,54,54,53,55,56,50,50,52,52,53,50,50,57,53,48,51,52,52,54,51,54,52,50,49,52,52,49,51,53,52,48,47,57,52,51,49,51,54,52,55,51,50,55
63,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),15,57,55,58,52,54,55,51,51,49,55,54,49,52,55,52,50,48,52,51,52,53,52,47,52,46,53,48,53,53,56,50,53,51,53,50,48,46,47,56,51,52,54,50,48,49,48,48,53,51,55
63,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),12,26,38,41,44,44,46,46,49,46,45,48,48,48,45,48,45,47,47,46,46,49,47,46,47,49,47,44,46,47,50,50,50,46,49,52,51,51,49,43,46,48,50,48,48,48,49,47,47,47,48
63,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),17,32,39,41,44,44,44,48,48,48,47,46,50,48,51,50,51,50,54,50,48,47,45,47,46,47,48,48,46,48,48,45,46,47,49,47,48,48,47,45,45,45,45,48,45,46,46,45,47,47,48
63,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,60,54,53,55,55,49,50,51,51,49,52,51,52,52,51,50,52,51,53,51,49,55,53,54,52,52,57,52,52,53,51,51,48,50,50,52,52,50,50,48,52,52,48,54,52,52,51,48,51,51
64,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),17,54,53,55,47,49,53,48,53,50,53,53,47,51,52,52,47,53,52,53,54,53,51,49,51,52,53,54,52,49,53,53,52,54,51,48,50,49,49,47,52,48,50,50,51,50,52,56,52,53,46
64,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),18,36,42,46,51,48,47,47,44,48,48,47,52,50,48,51,50,46,45,49,48,47,52,50,48,47,49,50,49,46,45,45,46,46,45,48,45,48,47,45,48,47,47,48,48,49,49,50,48,48,49
64,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,30,37,43,42,46,46,46,46,46,46,47,47,45,48,48,49,50,49,50,51,50,48,49,48,52,48,46,46,46,47,44,46,49,50,49,47,48,48,50,46,48,46,50,51,50,50,50,49,50,52
64,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,57,56,53,50,51,51,53,52,54,53,51,51,48,50,51,49,51,51,51,55,56,52,54,53,49,51,51,50,52,52,53,52,53,50,49,52,51,52,52,53,51,51,54,53,52,51,52,49,49,48
65,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),15,54,54,55,54,50,51,51,52,54,55,55,49,53,52,51,50,53,51,48,50,54,52,52,53,54,51,54,53,51,47,54,48,50,50,52,46,52,50,50,43,52,50,51,53,51,52,52,52,45,50
65,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,28,36,40,44,47,47,47,49,52,50,52,51,50,50,51,47,46,45,48,47,46,47,47,48,46,46,48,50,48,48,49,49,52,49,49,51,49,49,48,46,47,48,48,49,49,52,52,48,48,49
65,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,30,37,40,40,43,45,46,49,45,46,48,45,49,48,46,49,47,46,48,48,49,50,52,49,48,52,50,48,45,49,49,50,50,54,53,50,49,50,51,51,50,46,48,47,46,49,50,50,49,51
65,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,58,56,57,52,50,50,51,54,50,50,48,53,50,51,50,50,49,52,50,48,53,49,51,51,49,50,50,54,52,51,54,53,51,53,53,55,49,49,52,48,50,52,50,52,51,51,51,51,52,47
66,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,56,56,52,52,58,52,55,54,51,54,53,53,49,50,52,49,50,51,51,54,54,52,49,55,48,49,50,51,51,50,51,46,51,45,48,51,52,52,51,50,53,48,50,51,49,49,55,51,50,50
66,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),12,30,41,43,46,47,47,49,43,47,46,49,48,50,50,49,50,47,48,44,47,48,49,47,49,48,48,51,52,51,48,47,46,47,49,45,45,45,43,49,47,47,50,48,46,47,47,46,48,48,47
66,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,31,40,42,46,47,45,44,50,48,46,48,47,49,49,49,50,48,49,48,45,45,44,47,48,50,49,50,51,48,48,48,47,48,47,49,47,46,48,48,49,45,46,43,43,44,48,48,50,49,49
66,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,56,51,56,53,52,49,54,51,56,53,52,49,56,46,50,52,52,50,52,52,51,47,48,50,49,51,45,48,52,53,52,50,55,55,50,50,50,53,53,52,48,57,47,51,47,52,50,49,52,50
67,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,58,58,55,53,53,52,52,52,54,54,53,49,51,49,54,52,47,49,51,55,52,48,51,53,54,53,49,50,52,54,51,47,52,49,50,52,57,54,51,53,52,52,49,54,56,52,52,51,48,52
67,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),16,31,37,42,44,44,42,44,44,46,49,48,45,46,46,45,45,45,46,50,49,51,48,49,49,50,50,49,48,47,47,47,45,49,49,50,47,43,44,46,49,47,47,45,49,47,46,48,49,46,50
67,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),17,34,41,45,47,45,45,49,49,51,51,47,47,51,47,48,47,49,50,48,48,49,48,48,47,51,49,48,51,51,48,45,45,47,47,49,48,49,51,49,49,47,45,49,45,45,47,47,49,47,48
67,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,56,52,53,51,50,49,53,55,50,52,45,49,50,55,53,53,52,50,53,49,52,51,53,54,51,48,52,52,54,51,49,48,51,53,49,53,52,53,50,51,51,49,50,50,54,52,54,54,51,53
68,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,55,56,54,54,51,55,53,56,54,52,52,51,50,49,48,54,53,50,48,48,49,51,53,51,49,52,48,51,50,54,50,53,55,49,50,51,54,52,46,51,51,49,48,52,51,48,48,55,50,53
68,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,30,39,43,41,44,49,49,46,49,49,48,49,49,51,49,49,48,48,48,49,48,48,47,46,47,51,50,47,48,47,48,49,50,47,50,50,48,45,48,49,50,50,50,50,48,53,50,50,48,51
68,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,32,36,42,46,47,47,47,47,46,47,48,46,46,49,47,46,50,48,49,49,49,50,46,45,47,51,52,48,48,50,47,49,50,49,49,49,53,49,49,51,50,48,48,47,46,47,46,46,48,48
68,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,55,52,50,50,48,53,57,46,52,46,51,51,49,49,47,49,50,50,47,49,51,44,51,51,49,52,55,52,51,50,49,51,53,50,49,51,52,45,52,47,44,50,51,51,48,51,50,51,50,50
69,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),15,53,55,53,55,53,53,54,51,54,52,52,54,54,50,52,50,49,53,52,49,51,55,48,56,55,51,53,54,54,53,50,53,51,52,50,50,53,52,51,54,52,55,52,55,55,54,54,54,50,55
69,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,31,36,40,43,45,44,43,44,46,44,45,46,47,46,48,46,48,46,47,48,48,47,44,46,47,43,46,46,47,46,49,51,48,48,49,48,45,47,47,47,46,47,46,44,47,47,43,45,45,42
69,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,35,36,44,44,42,43,44,46,46,46,45,48,51,47,46,49,48,45,46,48,50,47,46,48,46,45,44,46,46,45,47,49,48,48,50,49,47,45,48,46,45,45,46,48,45,46,48,45,47,46
69,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),17,58,55,56,54,50,54,53,53,50,49,52,51,46,52,51,52,51,54,48,53,49,49,52,55,53,50,51,58,51,53,55,56,52,53,49,52,50,57,54,55,53,54,53,54,51,54,53,55,53,52
70,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,58,56,53,53,57,53,49,51,50,54,51,49,52,48,49,51,51,51,50,50,53,53,52,53,49,53,51,51,50,50,53,52,51,54,48,52,52,51,51,53,54,50,50,49,52,50,50,52,45,54
70,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,29,40,44,42,45,45,45,45,50,49,50,50,50,50,53,50,50,48,45,49,46,44,47,47,48,49,47,46,47,48,48,48,50,48,50,51,48,47,51,51,48,48,48,48,49,51,49,49,51,51
70,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,32,38,40,40,42,45,46,49,46,48,46,45,45,47,47,48,47,46,46,47,44,47,49,47,48,48,48,46,48,50,50,50,47,49,52,51,48,46,49,49,48,48,49,51,50,50,50,48,50,51
70,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),18,60,56,55,53,54,52,52,54,53,49,52,48,55,55,50,53,50,50,53,50,48,51,51,55,49,52,51,51,54,50,54,51,48,52,50,55,51,51,52,53,52,48,51,50,51,45,51,53,51,52
71,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,49,51,50,52,46,47,50,46,51,49,51,49,51,51,50,47,50,46,48,50,51,49,49,52,49,48,52,47,47,48,51,49,49,50,47,48,49,48,50,53,48,50,50,50,48,52,48,51,48,49
71,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,49,52,51,50,50,47,53,51,52,50,51,53,52,54,54,55,53,50,53,53,51,51,51,51,52,50,53,50,53,53,52,50,50,48,49,50,52,51,51,51,52,50,51,50,51,47,47,49,51,50
71,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,50,49,49,51,50,50,49,50,51,53,52,51,47,48,49,48,48,51,50,52,51,50,52,51,53,54,53,48,49,48,49,51,50,54,55,50,50,51,51,50,52,50,51,48,50,51,50,50,51,50
71,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),50,49,49,45,49,49,49,51,53,50,47,49,53,50,48,50,51,49,47,48,51,47,49,52,46,49,49,48,50,47,49,53,53,51,50,48,53,48,53,52,51,50,49,47,48,48,49,54,50,50,51
72,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,49,53,51,52,48,50,50,48,51,53,50,51,49,50,48,50,48,47,50,48,52,51,52,49,49,50,51,46,52,50,54,51,52,50,49,44,49,47,49,50,47,51,52,46,50,48,50,50,48,47
72,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,50,50,46,48,44,46,48,47,48,48,50,51,50,49,48,46,46,47,51,52,53,51,47,48,50,49,47,47,46,48,49,51,53,51,49,52,52,49,53,53,50,51,52,50,49,47,48,51,52,52
72,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),52,53,50,50,54,49,52,49,50,50,51,50,49,52,50,45,47,50,49,50,50,48,48,51,52,53,54,51,48,51,54,51,53,54,55,54,50,50,49,51,52,49,48,49,50,52,53,49,49,52,49
72,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,50,52,52,49,52,53,52,48,54,51,47,49,48,49,49,50,51,49,49,51,49,48,54,46,54,47,48,48,45,48,50,51,48,52,48,49,49,45,49,49,50,52,51,52,50,46,46,47,49,49
73,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,48,51,51,49,52,50,50,48,56,50,50,52,48,55,50,50,46,52,49,51,51,53,52,53,54,55,49,51,48,57,49,50,47,49,49,51,48,50,51,47,50,49,53,53,50,51,51,50,51,49
73,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,51,47,47,50,50,50,53,51,49,48,48,51,48,49,51,50,51,47,47,49,48,50,48,49,50,48,46,46,47,48,50,49,51,50,47,46,48,49,50,50,52,50,51,49,49,48,51,48,50,48
73,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,51,51,49,52,51,48,53,50,54,55,53,49,53,50,51,52,51,50,49,51,47,50,49,51,51,50,51,48,47,50,48,47,50,50,49,48,47,47,46,48,50,47,43,47,47,46,45,45,46,47
73,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,48,49,54,52,49,52,55,52,55,52,51,50,47,47,52,51,48,47,50,50,49,51,55,51,53,48,52,46,52,48,52,53,55,54,48,47,50,48,51,50,52,49,55,48,50,50,47,51,53,52
74,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),54,50,49,51,50,50,50,48,49,51,49,50,49,48,50,50,50,53,48,53,50,49,49,47,50,48,46,49,48,49,45,50,48,52,46,50,50,48,50,51,44,48,48,50,49,48,50,43,50,50,50
74,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),53,52,53,57,55,53,54,56,54,54,51,53,53,51,52,51,50,49,48,47,51,48,48,47,50,51,50,49,49,48,49,51,52,52,51,53,51,53,49,47,49,50,50,48,48,47,49,50,50,45,45
74,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,49,50,51,46,48,51,47,46,47,49,49,47,47,49,48,49,51,52,52,54,53,51,50,51,51,50,49,48,49,47,48,49,51,50,51,54,52,53,54,53,55,51,52,51,51,53,51,50,47,51
74,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,53,49,50,50,48,45,53,48,50,48,50,49,48,51,50,52,50,51,48,51,49,50,51,48,50,54,51,51,53,50,53,49,52,51,52,53,49,46,51,53,52,46,51,53,49,46,46,49,47,53
75,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,52,46,49,46,53,50,49,50,53,54,49,49,52,48,47,49,50,45,50,53,50,53,48,50,48,47,45,52,51,44,52,45,50,47,47,50,51,52,53,51,54,47,51,50,48,48,50,50,51,50
75,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,53,50,52,51,50,52,52,51,50,50,50,48,52,50,53,52,50,48,50,51,50,53,51,50,52,53,52,49,50,53,51,46,48,49,52,50,50,48,48,48,47,46,47,46,48,49,46,47,49,46
75,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),54,50,48,47,46,49,51,50,48,49,50,50,52,52,52,52,51,55,52,50,48,48,45,49,48,49,49,51,53,49,53,53,53,53,50,51,49,51,50,50,50,51,53,51,52,52,52,51,49,50,51
75,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,46,53,48,50,51,46,51,49,44,48,50,51,48,50,49,49,53,49,47,51,50,50,50,51,50,49,49,56,52,47,48,50,50,50,51,48,48,49,53,47,48,49,51,52,54,50,49,50,46,46
76,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,54,50,50,53,54,51,50,52,51,50,47,50,53,49,47,49,51,51,50,51,51,49,47,45,46,48,46,45,48,50,49,47,48,50,49,50,48,51,52,49,51,49,53,51,53,47,52,49,51,51
76,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,53,53,51,54,52,56,53,55,53,53,53,53,50,49,50,54,52,52,49,51,51,50,48,49,49,51,54,53,53,54,52,51,49,49,49,53,51,49,50,54,54,53,47,48,48,49,48,49,48,51
76,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,49,50,49,50,47,48,47,48,51,48,51,50,46,49,48,47,49,49,50,49,48,48,47,50,50,52,49,48,49,52,53,52,49,46,48,51,49,51,51,54,50,50,49,50,50,52,50,49,50,48
76,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,50,49,50,49,47,52,49,50,53,48,50,51,47,49,50,50,50,49,51,46,48,48,50,52,50,51,48,46,49,50,51,49,50,50,54,46,52,50,47,46,50,48,50,53,50,49,51,52,49,52
77,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,49,49,46,51,49,50,56,48,50,52,51,50,50,51,50,51,47,52,53,49,50,51,50,52,52,50,52,49,47,52,49,50,50,49,52,52,53,53,50,53,50,50,52,48,52,48,54,50,49,48
77,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),50,50,51,49,47,51,52,50,48,47,46,46,48,50,50,50,49,47,51,49,47,47,51,50,46,50,49,49,50,50,50,49,52,48,51,53,51,51,52,50,49,49,52,54,50,48,51,48,49,50,50
77,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,49,49,50,47,47,48,49,50,48,47,45,49,48,47,48,50,47,45,48,48,50,50,50,51,52,52,52,51,51,49,50,51,48,50,46,45,45,46,47,49,50,49,52,53,52,51,48,50,48,50
